編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
11,公告臺灣花蓮地方法院105年度單位預算案(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,15,759,歲入來源別預算表等13張表單,
12,臺灣高等法院花蓮分院105年度預算案,臺灣高等法院花蓮分院,花蓮縣政府,,,,114,670,臺灣高等法院花蓮分院105年度預算案,
13,公告臺灣花蓮地方法院104年8月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,13,837,歲入類平衡表等8張表單,
14,臺灣高等法院花蓮分院104年度8月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,16,829,臺灣高等法院花蓮分院104年度8月份會計月報,
15,臺灣高等法院花蓮分院104年度9月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,19,637,臺灣高等法院花蓮分院104年度9月份會計月報,
16,公告本院104年9月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,11,415,經費類平衡表等8件表單,
17,臺灣高等法院花蓮分院104年度10月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,16,483,臺灣高等法院花蓮分院104年度10月份會計月報,
18,公告臺灣花蓮地方法院104年10月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,20,476,歲入類平衡表等表單,
19,花蓮縣老樹地圖,花蓮縣政府,花蓮縣政府,,,,145,1633,於地圖上顯示花蓮縣境內各鄉鎮老樹所在位置,
20,臺灣高等法院花蓮分院104年度11月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,8,512,臺灣高等法院花蓮分院104年度11月份會計月報,
21,公告臺灣花蓮地方法院104年11月會計報告(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,14,519,歲入類平衡表等8張表單,
22,臺灣高等法院花蓮分院104年度12月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,6,339,臺灣高等法院花蓮分院104年度12月份會計月報,
23,臺灣高等法院花蓮分院105年度單位預算,臺灣高等法院花蓮分院,花蓮縣政府,,,,11,573,臺灣高等法院花蓮分院105年度單位預算,
24,公告臺灣花蓮地方法院104年12月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,9,463,歲入類平衡表等8張表單,
25,公告臺灣花蓮地方法院105年度法定預算(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,83,473,歲入來源別預算表等表件,
26,公告臺灣花蓮地方法院105年1月會計報告(xml檔),臺灣花蓮地方法院,花蓮縣政府,,,,16,393,平衡表等6表單,
27,臺灣高等法院花蓮分院105年度1月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,8,396,會計月報2張：經費累計表、歲入累計表,
28,臺灣高等法院花蓮分院公告本院104年度單位決算,臺灣高等法院花蓮分院,花蓮縣政府,,,,9,388,單位決算書表5張：歲入來源別決算表、歲出政事別決算表、歲出機關別決算表、歲入類平衡表、經費類平衡表,
29,臺灣高等法院花蓮分院105年度2月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,10,366,臺灣高等法院花蓮分院105年度2月份會計月報,
30,105年花蓮哺集乳室名單,花蓮縣衛生局,花蓮縣政府,,,,26,282,地址電話開放時間,
31,公告臺灣花蓮地方法院105年2月會計月報(xml檔),臺灣花蓮地方法院,花蓮縣政府,,,,9,361,歲入累計表等4表件,
32,公告臺灣花蓮地方法院104年度單位決算(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,13,344,歲入來源別決算書等8表件,
33,臺灣高等法院花蓮分院105年度3月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,9,372,臺灣高等法院花蓮分院105年度3月份會計月報,
34,公告臺灣花蓮地方法院105年3月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,8,316,歲入累計表,
35,臺灣高等法院花蓮分院105年度4月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,5,423,會計月報3張：歲入累計表、經費累計表、平衡表,
36,公告臺灣花蓮地方法院105年4月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,10,314,歲入累計表等表件,
37,重新公告臺灣花蓮地方法院105年1月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,9,369,歲入累計表等表件,
38,重新公告臺灣花蓮地方法院105年2月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,6,316,歲入累計表等表件,
39,重新公告臺灣花蓮地方法院105年3月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,7,313,歲入累計表等表件,
40,重新公告臺灣花蓮地方法院105年4月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,8,347,歲入累計表等表件,
41,公告臺灣花蓮地方法院105年5月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,7,332,歲入累計表等表件,
42,臺灣高等法院花蓮分院105年度6月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,6,273,臺灣高等法院花蓮分院105年度6月份會計月報,
43,臺灣高等法院花蓮分院105年度5月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,8,282,臺灣高等法院花蓮分院105年度5月份會計月報,
44,公告臺灣花蓮地方法院105年6月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,5,251,歲入累計表等13表件,
45,公告臺灣花蓮地方法院105年7月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,9,267,歲入累計表等13表件,
46,公告臺灣花蓮地方法院106年度單位預算案(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,13,293,歲入來源別預算表等13表件,
47,臺灣高等法院花蓮分院106年度預算案,臺灣高等法院花蓮分院,花蓮縣政府,,,,15,421,臺灣高等法院花蓮分院106年度預算案,
48, 臺灣高等法院花蓮分院105年度7月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,5,230,臺灣高等法院花蓮分院105年度7月份會計月報,
49,臺灣高等法院花蓮分院105年度8月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,7,283,臺灣高等法院花蓮分院105年度8月份會計月報,
50,公告臺灣花蓮地方法院105年8月會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,3,275,歲入累計表等13表件,
51,公告臺灣花蓮地方法院104年度單位決算(院修版)(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,5,234,歲入來源別決算表等8表件,
52,公告臺灣花蓮地方法院105年9月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,10,162,歲入累計表等13表件,
53,臺灣高等法院花蓮分院105年度9月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,7,186,臺灣高等法院花蓮分院105年度9月份會計月報,
54,臺灣高等法院花蓮分院105年度10月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,39,臺灣高等法院花蓮分院105年度10月份會計月報,
55,公告臺灣花蓮地方法院105年10月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,66,歲入累計表等13表件,
56,臺灣高等法院花蓮分院105年度11月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,48,臺灣高等法院花蓮分院105年度11月份會計月報,
57,公告臺灣花蓮地方法院105年11月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,51,歲入累計表等13表件,
58,花蓮縣七星潭風景區告示牌及救生圈現況,花蓮縣消防局,花蓮縣政府,,,,5,138,項次    地點    設置救生圈1新城分局前直行約1公里右轉入灘路口2&quot;新城鐵馬19K+400處，石座椅旁秀林國中旁&quot;3&quot;新城海堤，下灘樓梯左邊突出海堤新城鄉博愛路底，門牌號為中山路46-18號秀林國中旁&quot;4新城海堤向南第一處斜坡5新城海堤向南第二處斜坡6草林安檢所7花草集民宿前8東潤安檢所9193縣道，２K+100七星媽宮廟10沙東露營區欄杆破口處11沙東露營區12林語亭13德燕漁場停車場■14德燕漁場停車場兩潭自行車道100M■15航道下廁所■16航道下廁所樓梯■17七星潭下灘處■18七星潭下灘處■19七星潭下灘處■20七星潭下灘處■21七星潭下灘處■22七星潭下灘處■23賞星廣場大排護欄■24賞星廣場大排護欄■25臨潭橋左側■26臨潭橋右側■27七星安檢所■28七星潭旅客服務中心後方■29船型廁所後方■30望海樓停車場■31望海樓停車場-拍岸亭■(■代表有),
59,花蓮縣較常發生溺水案件水域一覽表,花蓮縣消防局,花蓮縣政府,,,,5,95,編號地點鄰近分隊1立霧溪新秀分隊2三棧溪北埔分隊3七星潭美崙分隊4美崙溪花蓮分隊5花蓮溪出海口仁里分隊6國姓廟出海口仁里分隊7水源地自強分隊8木瓜溪壽豐分隊9豐濱海域豐濱分隊10磯崎海域豐濱分隊11芭崎海域豐濱分隊12鹽寮海域豐濱分隊13石梯坪豐濱分隊14萬里溪萬榮分隊15鯉魚潭壽豐分隊16崇德海域新秀分隊17慕谷慕魚壽豐分隊,
60,公告臺灣花蓮地方法院105年12月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,36,歲入累計表等13表件,
61,臺灣高等法院花蓮分院105年度12月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,42,臺灣高等法院花蓮分院105年度12月份會計月報,
62,臺灣高等法院花蓮分院106年度01月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,73,臺灣高等法院花蓮分院106年度01月份會計月報,
63,公告臺灣花蓮地方法院106年1月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,1,47,歲入累計表等13表件,
64,臺灣高等法院花蓮分院106年度02月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,87,臺灣高等法院花蓮分院106年度02月份會計月報,
65,公告臺灣花蓮地方法院106年度法定預算(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,72,人事費分析表等13表件,
66,臺灣高等法院花蓮分院106年度單位預算,臺灣高等法院花蓮分院,花蓮縣政府,,,,1,60,臺灣高等法院花蓮分院106年度單位預算,
67,公告臺灣花蓮地方法院106年2月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,40,歲入累計表等13表件,
68,補助團體私人報表,花蓮縣消防局,花蓮縣政府,,,,3,63,工作計畫名稱、補助事項或用途及補助對象,
69,臺灣高等法院花蓮分院106年度3月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,53,臺灣高等法院花蓮分院106年度3月份會計月報,
70,公告臺灣花蓮地方法院106年3月份會計月報(xml檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,44,歲入累計表等13表件,
71,公告臺灣花蓮地方法院105年度單位決算(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,2,69,歲入來源別決算表等13表件,
72,臺灣高等法院花蓮分院105年度單位決算,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,36,臺灣高等法院花蓮分院105年度單位決算,
73,臺灣高等法院花蓮分院106年度4月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,52,臺灣高等法院花蓮分院106年度4月份會計月報,
74,公告臺灣花蓮地方法院106年4月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,2,66,歲入累計表等13表建,
75,臺灣高等法院花蓮分院106年度05月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,48,臺灣高等法院花蓮分院106年度5月份會計月報,
76,公告臺灣花蓮地方法院106年5月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,50,歲入累計表等13表件,
77,臺灣高等法院花蓮分院106年度6月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,0,48,臺灣高等法院花蓮分院106年度6月份會計月報,
78,公告臺灣花蓮地方法院106年6月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,1,54,歲入累計表等13表建,
79,臺灣高等法院花蓮分院106年度7月份會計月報,臺灣高等法院花蓮分院,花蓮縣政府,,,,1,72,臺灣高等法院花蓮分院106年度7月份會計月報,
80,公告臺灣花蓮地方法院106年7月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,1,90,,
81,公告臺灣花蓮地方法院107年度預算案書(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,5,74,,
82,臺灣高等法院花蓮分院107年度預算案(XML),臺灣高等法院花蓮分院,花蓮縣政府,,,,3,78,,
83,臺灣高等法院花蓮分院106年度8月份會計月報(XML),臺灣高等法院花蓮分院,花蓮縣政府,,,,0,86,,
84,公告臺灣花蓮地方法院106年8月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,1,65,,
85,臺灣高等法院花蓮分院106年度9月份會計月報(XML),臺灣高等法院花蓮分院,花蓮縣政府,,,,1,46,,
86,公告臺灣花蓮地方法院106年9月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,38,,
87,臺灣高等法院花蓮分院106年度10月份會計月報(XML),臺灣高等法院花蓮分院,花蓮縣政府,,,,1,45,,
88,公告臺灣花蓮地方法院106年10月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,0,38,,
89,臺灣高等法院花蓮分院106年度11月份會計月報(XML),臺灣高等法院花蓮分院,花蓮縣政府,,,,0,36,,
90,公告臺灣花蓮地方法院106年11月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,1,32,,
91,花蓮縣公立殯葬設施資訊,花蓮縣政府,花蓮縣政府,,,,6,87,"公所名稱,殯葬設施,聯絡電話,備註",
92,花蓮縣歷次停班停課訊息一覽表,花蓮縣政府,花蓮縣政府,,,,21,198,"日期,星期,地區,是否停止上班上課情形",
93,花蓮縣政府及所屬一、二級機關編制員額數,花蓮縣政府,花蓮縣政府,,,,34,202,"花蓮縣政府及所屬一、二級機關名稱,機關編制員額數",
94,花蓮縣政府員工特約商店,花蓮縣政府,花蓮縣政府,,,,23,120,"店家名稱,折數,電話,地址",
95,花蓮縣政府商業登記資訊系統商業設立登記清冊,花蓮縣政府,花蓮縣政府,,,,26,163,"統一編號,商業名稱,主營業項目",
96,花蓮縣消防局較常執行溺水事件救援地點清冊,花蓮縣政府,花蓮縣政府,,,,3,44,"編號,地點,鄰近分隊",
97,花蓮縣iTaiwan WI-FI無線上網地圖,花蓮縣政府,花蓮縣政府,,,,127,405,"主管機關,熱點名稱,地址,緯度,經度",
98,花蓮縣應回收廢棄物回收處理業者名冊,花蓮縣政府,花蓮縣政府,,,,4,57,"類別,類型,編號,商店名稱,統一編號,貯存地址,登記地址",
99,花蓮縣政府暨相關機關名錄,花蓮縣政府,花蓮縣政府,,,,6,63,"序,機關名稱,地址,電話,傳真,網址",
100,花蓮縣政府辦理「縣長親民時間」日期一覽表,花蓮縣政府,花蓮縣政府,,,,2,46,"場次,日期時間,鄉鎮市,地點",
101,花蓮縣政府雙語辭彙對照表,花蓮縣政府,花蓮縣政府,,,,4,37,"主題,詞彙,翻譯",
102,花蓮縣消防局各大隊、分隊地址及聯絡電話,花蓮縣政府,花蓮縣政府,,,,13,102,"消防局各大隊、分隊,室內電話,警用電話,傳真號碼,地址",
103,花蓮縣各鄉鎮市災害應變中心聯絡電話,花蓮縣政府,花蓮縣政府,,,,9,106,"單位,聯絡方式,傳真",
104,花蓮縣警察局單位執掌與聯繫表,花蓮縣政府,花蓮縣政府,,,,9,55,"單位,住址,電話",
105,花蓮縣政府對民間團體補(捐)助經費明細表,花蓮縣政府,花蓮縣政府,,,,3,56,"工作計畫科目名稱,補助事項或用途,補助對象,主辦機關,累計撥付金額(單位：千元)、,有無涉及財物或勞務採購,處理方式(如未涉及採購則毋須填列，如採公開招標，請填列得標廠商)、,是否為除外規定民間團體",
106,花蓮縣全縣各鄉鎮人口統計表,花蓮縣政府,花蓮縣政府,,,,81,432,"序號,年度,月份,鄉鎮別,戶數,人口數,男性人數,女性人數,平地原住民,山地原住民",
107,花蓮縣促進民間參與公共建設案件一覽表,花蓮縣政府,花蓮縣政府,,,,10,50,"序號,案件名稱,主辦機關,規劃方式,公共建設類別,公共建設-細類別,民間參與方式,委託顧問廠商",
108,花蓮縣酒製造業者資料,花蓮縣政府,花蓮縣政府,,,,0,46,"酒製造業資料,製造業者名稱,工廠地址,負責人,電話",
109,花蓮縣地方稅務局檔案閱覽抄錄複製收費標準,花蓮縣政府,花蓮縣政府,,,,2,44,"檔案外觀型式,複製方式,複製格式,收費標準_以新臺幣計價,備註",
110,花蓮縣地方稅務局人民申請案件處理時限表,花蓮縣政府,花蓮縣政府,,,,1,42,"機關名稱,申請類型,處理時限(天數)",
111,花蓮縣車輛使用別統計表,花蓮縣政府,花蓮縣政府,,,,2,40,"機器行駛車輛,細稅目,應稅數_件數,應稅數_稅額,免稅數件數,稅額,徵起數_件數,徵起數_金額",
112,花蓮縣地方稅務局滯納及違章罰鍰移送執行情形月報表-稅別,花蓮縣政府,花蓮縣政府,,,,2,45,"稅別,,1 上月止未結案,2 本 月 移 送,4 本月更正調整,6 本月徵起,7 本月取得憑證,8 本月撤案,9 本月退案,10 本月結案,11 本月清理合計,",
113,花蓮縣最近5年契稅綜合統計表,花蓮縣政府,花蓮縣政府,,,,3,39,"年度別,件數應稅,件數免稅,契價應稅,契價免稅,稅額應稅,稅額免稅",
114,花蓮縣最近5年房屋稅綜合統計表,花蓮縣政府,花蓮縣政府,,,,4,41,"項目/年度別,戶數合計,戶數應稅,戶數免稅,面積應稅,面積免稅,現值應稅,現值免稅,稅額合計,稅額本稅",
115,花蓮縣房屋標準單價表,花蓮縣政府,花蓮縣政府,,,,11,85,"構造,鋼骨造P/ 鋼骨混凝土造A/ 鋼骨鋼筋混凝土造S,鋼骨造P/ 鋼骨混凝土造A/ 鋼骨鋼筋混凝土造S,鋼骨造P/ 鋼骨混凝土造A/ 鋼骨鋼筋混凝土造S,鋼骨造P/ 鋼骨混凝土造A/ 鋼骨鋼筋混凝土造S,鋼筋混凝土造B/預鑄混凝土造T,鋼筋混凝土造B/預鑄混凝土造T,鋼筋混凝土造B/預鑄混凝土造T,鋼筋混凝土造B/預鑄混凝土造T,加強磚造C,加強磚造C,加強磚造C,加強磚造C,鋼鐵造（不分面積）U.J,,木、石、磚造F.E.D.H.G,土、竹造K.L",
116,花蓮縣哺集乳室名單,花蓮縣政府,花蓮縣政府,,,,17,74,"序號,公共場所名稱,地址,電話,開放時間",
117,花蓮縣戒菸服務合約醫事機構名單,花蓮縣政府,花蓮縣政府,,,,0,38,"序號,醫事機構類別,醫事機構名稱,電話,郵遞區號,地址,給藥,衛教",
118,花蓮縣血壓站資訊,花蓮縣政府,花蓮縣政府,,,,2,43,"編號,縣市,鄉鎮市,設站據點,地址,開放量血壓時間",
119,花蓮縣糖尿病共同照護網之醫療院所名單,花蓮縣政府,花蓮縣政府,,,,11,53,"序號,醫事機構名稱,特約類別,地址,聯絡電話,備註",
120,花蓮縣流感疫苗合約院所,花蓮縣政府,花蓮縣政府,,,,3,48,"十碼章,醫院名稱,縣市別,行政區,郵遞區號,地址,連絡電話,座標緯度,座標經度,備註",
121,花蓮縣卡介苗接種時間,花蓮縣政府,花蓮縣政府,,,,0,42,"衛生所/醫院,期間,時間,備註",
122,花蓮縣公費流感合約院所名單,花蓮縣政府,花蓮縣政府,,,,2,45,"編號,鄉鎮別,機構名稱,地址,聯絡電話,負責人,承辦人,合約狀態,單位醫事代碼",
123,花蓮縣通過食品衛生優良評鑑名單(GHP),花蓮縣政府,花蓮縣政府,,,,4,61,"序,業者名稱(市招/商登)、,地址,評核等級",
124,花蓮縣東大門國際觀光夜市通過食品衛生優良評鑑名單,花蓮縣政府,花蓮縣政府,,,,6,56,"序,業者名稱,攤位編號",
125,花蓮縣街頭藝人展演空間場地(含公共空間)相關規範彙整表,花蓮縣政府,花蓮縣政府,,,,22,103,"序號,單位,開放空間名稱,開放地區及範圍,聯絡窗口,聯絡電話,時段限制,音量限制,街頭藝人類型限制,街頭藝人人數限制,相關場地規範,其他注意事項",
126,花蓮縣公共圖書館一覽表,花蓮縣政府,花蓮縣政府,,,,28,150,"序號,單位,電話,地址,休館日,備註",
127,花蓮縣公共藝術設置一覽表,花蓮縣政府,花蓮縣政府,,,,2,44,"序,興辦機關,案名/作品名稱,徵選方式,件數,創作者,設置金額",
128,花蓮縣花蓮地政事務所轄區地段圖,花蓮縣政府,花蓮縣政府,,,,11,82,"鄉市名,段名,段代碼,行政,管轄,分帶系統,圖籍種類,施測年度",
129,花蓮縣花蓮地政事務所不動產買賣案統計表,花蓮縣政府,花蓮縣政府,,,,25,117,"年份,月份,件數,筆棟數",
130,花蓮縣花蓮地政事務所各鄉市買賣案統計表,花蓮縣政府,花蓮縣政府,,,,10,58,謝惠婷,
131,花蓮縣富里鄉人口統計資料,花蓮縣政府,花蓮縣政府,,,,13,148,"年度,月份,總人口數,男性人口數,女姓人口數,山地原住民人口數,平地原住民人口數",
132,花蓮縣富里鄉戶籍登記(註記)案件及核發證明文件月統表,花蓮縣政府,花蓮縣政府,,,,0,41,"總案件數,遷徙登記,身分登記,更正,變更,原住民身分認定及登記,分合戶,國民身分證,門牌,門牌證明,戶籍謄本,戶口名簿,印鑑",
133,花蓮縣富里鄉戶政管理及便民服務案件統計表,花蓮縣政府,花蓮縣政府,,,,2,39,"年度,月份,戶政管理件數,便民服務件數",
134,花蓮縣環保旅店名單*,花蓮縣政府,花蓮縣政府,,,,43,117,"項次,旅館名稱,電話,地址",
135,花蓮縣航空噪音防制區*,花蓮縣政府,花蓮縣政府,,,,8,53,"本縣航空噪音防制區,噪音區間,區域範圍",
136,花蓮縣政府各年度公共債務數及每人負擔數,花蓮縣政府,花蓮縣政府,,,,11,51,"各年度公共債務數及每人負擔數,1年以上非自償債務(億元)、,未滿1年債務(億元)、,債務合計(億元)、,平均每人債務負擔(萬元)、,自償性債務億元",
137,花蓮縣歷年人口統計表(最新),花蓮縣政府,花蓮縣政府,,,,171,772,"序號,年度,總戶數,總人口數,男性人數,女性人數,平地原住民,山地原住民",
138,花蓮縣各觀光遊憩區遊客人數統計(最新),花蓮縣政府,花蓮縣政府,,,,120,397,"月份,鯉魚潭,七星潭,太魯閣,秀姑巒溪遊客中心,海洋公園,石雕博物館,慶修院,松園別館,林田山,南安遊客中心,東大門夜市,親不知子天空古道,合計",
139,花蓮縣災害救助收容場所(最新),花蓮縣政府,花蓮縣政府,,,,21,117,"災民收容所編號,災民收容所名稱,所在鄉鎮市,聯絡人姓名,聯絡人電話,手機號碼,收容所管理單位,管理人姓名,管理人電話,管理人手機,郵遞區號,收容所縣市,收容所鄉鎮,收容所村里,收容所地址,服務里別,室內人數,室外人數,總共人數,適用災害別(水災)、,適用災害別(震災)、,適用災害別(土石流)、,適用災害別(海嘯)、,適用災害別(核子事故)、,適合避難弱者安置,處所特性別(室內)、,處所特性別(室外)",
140,花蓮縣居家護理機構清冊(最新),花蓮縣政府,花蓮縣政府,,,,27,86,"序號,型態別,機構名稱,地址,權屬別,電話",
141,花蓮縣心理健康小站一覽表(最新),花蓮縣政府,花蓮縣政府,,,,9,69,"名稱,地址",
142,花蓮縣多元繳稅方式件數統計表(最新),花蓮縣政府,花蓮縣政府,,,,8,44,"繳稅方式年度,金融機構繳稅,便利超商繳稅,自動櫃員機轉帳繳稅,長期約定轉帳繳稅,信用卡繳稅,電話語音轉帳繳稅,晶片金融卡網際網路轉帳繳稅,合計",
143,臺灣高等法院花蓮分院106年度12月份會計月報(XML),臺灣高等法院花蓮分院,花蓮縣政府,,,,1,52,,
144,公告臺灣花蓮地方法院106年12月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,3,55,,
145,花蓮縣花蓮地政事務所土地公告現值及公告地價,花蓮縣政府,花蓮縣政府,,,,57,440,"行政區,段小段,地號(00010000地號為1地號、00010001地號為1-1地號)、,公告土地現值(元/㎡)、,公告地價(元/㎡)",
146,花蓮縣流感疫苗醫療院所名單,花蓮縣政府,花蓮縣政府,,,,11,112,"十碼章,醫院名稱,縣市別,行政區,郵遞區號,地址,聯絡電話,座標緯度,座標經度,備註",
147,花蓮縣抗病毒藥劑醫療院所名單,花蓮縣政府,花蓮縣政府,,,,5,82,"十碼章,醫院名稱,縣市別,行政區,郵遞區號,地址,聯絡電話,座標緯度,座標經度,備註",
148,臺灣高等法院花蓮分院107年度1月份會計月報(XML),臺灣高等法院花蓮分院,花蓮縣政府,,,,1,33,,
149,公告臺灣花蓮地方法院107年1月份會計月報(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,1,47,,
150,臺灣高等法院花蓮分院107年度法定預算(XML),臺灣高等法院花蓮分院,花蓮縣政府,,,,13,43,,
151,公告臺灣花蓮地方法院107年度法定預算(XML檔),臺灣花蓮地方法院,花蓮縣政府,,,,1,33,款、項、目、節、科目名稱、預算科目編號、人事費、業務費_經、奬補助費_經、債務費、預備金_經、經常支出小計、業務費_資、設備及投資、奬補助費_資、預備金_資、資本支出小計、合計、職能別分類經濟性分類、消費支出_經、債務利息_經、補助地方_經、移轉民間_經、小計_經、資本形成_資、土地購入_資、增資_資、補助地方_資、移轉民間_資、小計_資、總計,
