編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
11,100年12月行政區人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,35,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,男性人口數,女性人口數,資料時間","04/26
   "
12,100年12月行政區十歲年齡組人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,33,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-9歲人口數,10-19歲人口數,20-29歲人口數,30-39歲人口數,40-49歲人口數,50-59歲人口數,60-69歲人口數,70-79歲人口數,80-89歲人口數,90-99歲人口數,100歲以上人口數,資料時間","04/26
   "
13,100年12月行政區十歲年齡組人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,27,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,0-9歲人口數,10-19歲人口數,20-29歲人口數,30-39歲人口數,40-49歲人口數,50-59歲人口數,60-69歲人口數,70-79歲人口數,80-89歲人口數,90-99歲人口數,100歲以上人口數,資料時間","04/26
   "
14,100年12月行政區十歲年齡組性別人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,26,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-9歲人口數,0-9歲男性人口數,0-9歲女性人口數,10-19歲人口數,10-19歲男性人口數,10-19歲女性人口數,20-29歲人口數,20-29歲男性人口數,20-29歲女性人口數,30-39歲人口數,30-39歲男性人口數,30-39歲女性人口數,40-49歲人口數,40-49歲男性人口數,40-49歲女性人口數,50-59歲人口數,50-59歲男性人口數,50-59歲女性人口數,60-69歲人口數,60-69歲男性人口數,60-69歲女性人口數,70-79歲人口數,70-79歲男性人口數,70-79歲女性人口數,80-89歲人口數,80-89歲男性人口數,80-89歲女性人口數,90-99歲人口數,90-99歲男性人口數,90-99歲女性人口數,100歲以上人口數,100歲以上男性人口數,100歲以上女性人口數,資料時間","04/26
   "
15,100年12月行政區十歲年齡組性別人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,25,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,0-9歲人口數,0-9歲男性人口數,0-9歲女性人口數,10-19歲人口數,10-19歲男性人口數,10-19歲女性人口數,20-29歲人口數,20-29歲男性人口數,20-29歲女性人口數,30-39歲人口數,30-39歲男性人口數,30-39歲女性人口數,40-49歲人口數,40-49歲男性人口數,40-49歲女性人口數,50-59歲人口數,50-59歲男性人口數,50-59歲女性人口數,60-69歲人口數,60-69歲男性人口數,60-69歲女性人口數,70-79歲人口數,70-79歲男性人口數,70-79歲女性人口數,80-89歲人口數,80-89歲男性人口數,80-89歲女性人口數,90-99歲人口數,90-99歲男性人口數,90-99歲女性人口數,100歲以上人口數,100歲以上男性人口數,100歲以上女性人口數,資料時間","04/26
   "
16,100年12月行政區三段年齡組性別人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,25,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-14歲人口數,0-14歲男性人口數,0-14歲女性人口數,15-64歲人口數,15-64歲男性人口數,15-64歲女性人口數,65歲以上人口數,65歲以上男性人口數,65歲以上女性人口數,資料時間","04/26
   "
17,error,OD_OpenData_DealData.aspx?s=EAF760724C4E24A5,,,,,24,,,"04/26
   "
18,100年12月行政區工商家數_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,39,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,工商業總家數,農、林、漁、牧業,礦業及土石採取業,製造業,電力及燃氣供應業,用水供應及污染整治業,營造業,批發及零售業,運輸及倉儲業,住宿及餐飲業,資訊及通訊傳播業,金融及保險業,不動產業,專業、科學及技術服務業,支援服務業,公共行政及國防；強制性社會安全,教育服務業,醫療保健及社會工作服務業,藝術、娛樂及休閒服務業,其他服務業,資料時間","04/26
   "
19,100年12月行政區五歲年齡組人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,24,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-4歲人口數,5-9歲人口數,10-14歲人口數,15-19歲人口數,20-24歲人口數,25-29歲人口數,30-34歲人口數,35-39歲人口數,40-44歲人口數,45-49歲人口數,50-54歲人口數,55-59歲人口數,60-64歲人口數,65-69歲人口數,70-74歲人口數,75-79歲人口數,80-84歲人口數,85-89歲人口數,90-94歲人口數,95-99歲人口數,100歲以上人口數,資料時間","04/26
   "
20,100年12月行政區五歲年齡組人口統計_鄉鎮市區_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,22,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,0-4歲人口數,5-9歲人口數,10-14歲人口數,15-19歲人口數,20-24歲人口數,25-29歲人口數,30-34歲人口數,35-39歲人口數,40-44歲人口數,45-49歲人口數,50-54歲人口數,55-59歲人口數,60-64歲人口數,65-69歲人口數,70-74歲人口數,75-79歲人口數,80-84歲人口數,85-89歲人口數,90-94歲人口數,95-99歲人口數,100歲以上人口數,資料時間","04/26
   "
21,100年12月行政區五歲年齡組性別人口統計_村里_臺東縣.csv,臺東縣政府主計處,臺東縣政府,,,約1筆,21,,"縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,0-4歲人口數,0-4歲男性人口數,0-4歲女性人口數,5-9歲人口數,5-9歲男性人口數,5-9歲女性人口數,10-14歲人口數,10-14歲男性人口數,10-14歲女性人口數,15-19歲人口數,15-19歲男性人口數,15-19歲女性人口數,20-24歲人口數,20-24歲男性人口數,20-24歲女性人口數,25-29歲人口數,25-29歲男性人口數,25-29歲女性人口數,30-34歲人口數,30-34歲男性人口數,30-34歲女性人口數,35-39歲人口數,35-39歲男性人口數,35-39歲女性人口數,40-44歲人口數,40-44歲男性人口數,40-44歲女性人口數,45-49歲人口數,45-49歲男性人口數,45-49歲女性人口數,50-54歲人口數,50-54歲男性人口數,50-54歲女性人口數,55-59歲人口數,55-59歲男性人口數,55-59歲女性人口數,60-64歲人口數,60-64歲男性人口數,60-64歲女性人口數,65-69歲人口數,65-69歲男性人口數,65-69歲女性人口數,70-74歲人口數,70-74歲男性人口數,70-74歲女性人口數,75-79歲人口數,75-79歲男性人口數,75-79歲女性人口數,80-84歲人口數,80-84歲男性人口數,80-84歲女性人口數,85-89歲人口數,85-89歲男性人口數,85-89歲女性人口數,90-94歲人口數,90-94歲男性人口數,90-94歲女性人口數,95-99歲人口數,95-99歲男性人口數,95-99歲女性人口數,100歲以上人口數,100歲以上男性人口數,100歲以上女性人口數,資料時間","04/26
   "
