編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
11,彰化縣火災次數分類及時間統計,彰化縣消防局,彰化縣政府,,,,18,790,機關別、火災次數A1、火災次數A2、火災次數A3、火災分類建築物、火災分類森林田野、火災分類車輛、火災分類船舶、火災分類航空器、火災分類其他、起火時段 0至3時、起火時段 3至 6時、起火時段 6至 9時、起火時段9至12時、起火時段12至15時、起火時段15至18時、起火時段18至21時、起火時段 21至24時,
12,彰化縣消防局緊急救護到院前心肺功能停止傷病患救護案件統計,彰化縣消防局,彰化縣政府,,,,26,1113,區　 域　 別、到院前心肺功能停止、有目擊者、有旁觀者CPR、有使用PAD、院前ROSC、事故地點型態住宅、住宅工廠工作地點、運動中心、街道公路、公共建築、療養院、教育學校、捷運站車站機場、診所護理之家、其他、不清楚,
13,彰化縣警察局所屬各辦公處所核心及一般設施配置表,彰化縣警察局,彰化縣政府,,,,41,546,單位(單位名稱)、地址(單位地址)、電話(單位電話)、經緯度(單位經緯度)、斜    坡    道(是否有無障礙斜坡)、(輪椅)    輔具服務(是否提供(輪椅) 輔具服務)、身心障礙專用盥洗室(是否有身心障礙專用盥洗室)、專用電梯或停車位(是否有專用電梯或停車位)、哺集乳室(是否有哺集乳室)、申辦書表和填寫範例(是否有申辦書表和填寫範例)、飲水機(是否有飲水機)、電腦（網路）(是否有電腦（網路）)、免費無線上網(是否有免費無線上網)、停車位(是否有停車位),
14,公務出國報告,彰化縣政府計畫處,彰化縣政府,,,,37,551,編號、計畫名稱、計畫主辦機關、出國類別、前往地區、出國期間、報告日期,
15,自行研究報告,彰化縣政府計畫處,彰化縣政府,,,,36,527,年度、研究性質、研究單位、計畫名稱,
16,彰化縣現住戶數、人口密度及性比例,彰化縣政府主計處,彰化縣政府,,,,200,1102,類別、重要統計指標、本期、上期或 上年同期、本期與上期(或上年同期)比較、增減單位、本期資料期間,
17,彰化縣現住人口之年齡結構,彰化縣政府主計處,彰化縣政府,,,,85,616,區域別、性別、0歲、1歲、2歲、3歲、4歲、5歲、6歲、7歲、8歲、9歲、10歲、11歲、12歲、13歲、14歲、15歲、16歲、17歲、18歲、19歲、20歲、21歲、22歲、23歲、24歲、25歲、26歲、27歲、28歲、29歲、30歲、31歲、32歲、33歲、34歲、35歲、36歲、37歲、38歲、39歲、40歲、41歲、42歲、43歲、44歲、45歲、46歲、47歲、48歲、49歲、50歲、51歲、52歲、53歲、54歲、55歲、56歲、57歲、58歲、59歲、60歲、61歲、62歲、63歲、64歲、65歲、66歲、67歲、68歲、69歲、70歲、71歲、72歲、73歲、74歲、75歲、76歲、77歲、78歲、79歲、80歲、81歲、82歲、83歲、84歲、85歲、86歲、87歲、88歲、89歲、90歲、91歲、92歲、93歲、94歲、95歲、96歲、97歲、98歲、99歲、100歲以上,
18,彰化縣現住人口之婚姻狀況,彰化縣政府主計處,彰化縣政府,,,,56,591,區域別、性別、類別、15 ~ 19 歲、20 ~ 24 歲、25 ~ 29 歲、30 ~ 34 歲、35 ~ 39 歲、40 ~ 44 歲、45 ~ 49 歲、50 ~ 54 歲、55 ~ 59 歲、60 ~ 64 歲、65 ~ 69 歲、70 ~ 74 歲、75 ~ 79 歲、80 ~ 84 歲、85 ~ 89 歲、90 ~ 94 歲、95 ~ 99 歲、100歲以上、,
19,彰化縣現住原住民戶口數,彰化縣政府主計處,彰化縣政府,,,,49,535,區　域　別、戶　　別、總計_戶數、總計_計、總計_男、總計_女、平地原住民_戶數、平地原住民_計、平地原住民_男、平地原住民_女、山地原住民_戶數、山地原住民_計、山地原住民_男、山地原住民_女,
20,彰化縣空氣品質人工監測結果,彰化縣環境保護局,彰化縣政府,,,,78,794,測站名稱、測站編號、起訖時間(起)、起訖時間(迄)、天候、TSP、PM10、正己烷抽出物、氯鹽、硝酸鹽、硫酸鹽、鉛、落塵量起訖日期(起)、落塵量起訖日期(迄)、落塵量(公噸/平方公里/月)、備註,
21,彰化縣空氣品質自動監測結果,彰化縣環境保護局,彰化縣政府,,,,139,1079,日期、SO2(ppb)、H2S(ppb)、THC(ppmC)、CH4(ppmC)、NMHC(ppmC)、風速(m/s)、風向(°)、溫度℃、溼度％、室溫℃、,
22,彰化縣政府法律扶助諮詢服務統計表,彰化縣政府法制處,彰化縣政府,,,,37,492,月份、債務糾紛、交通事故、物權糾紛、房屋租賃、刑事案件、親屬繼承、婚     姻、訴訟程序、訴願及行政訴訟、其      他、月份小計,
23,彰化縣政府訴願、再審案件收辦統計表,彰化縣政府法制處,彰化縣政府,,,,37,593,訴願上年收辦件數(未結)、訴願本年收辦件數(新收)、訴願辦結件數(作成決定－不受理)、訴願辦結件數(作成決定－駁回)、訴願辦結件數(作成決定－撤銷)、訴願辦結件數(被併案)、訴願辦結件數(審決期限－3個月內)、訴願辦結件數(審決期限－3~5個月)、訴願辦結件數(審決期限－逾5個月)、訴願辦結件數(提起行政訴訟)、訴願辦結件數(移轉)、訴願辦結件數(撤回)、訴願未結件數、再審上年收辦件數(未結)、再審本年收辦件數(新收)、再審辦結件數(作成決定－不受理)、再審辦結件數(作成決定－駁回)、再審辦結件數(作成決定－撤銷)、再審辦結件數(被併案)、再審辦結件數(審決期限－3個月內)、再審辦結件數(審決期限－3~5個月)、再審辦結件數(審決期限－逾5個月)、再審辦結件數(移轉)、再審辦結件數(撤回)、再審未結件數,
24,彰化縣辦結國家賠償事件收結情形表,彰化縣政府法制處,彰化縣政府,,,,33,506,項目別(直轄市及各縣市)、總件數、新收案件數、未結案件數（協議中－含在處理中）、未結案件數（訴訟中）、已結案件數（協議階段－成立）、已結案件數（協議階段－不成立）、已結案件數（協議階段－拒絕賠償）、已結案件數（協議階段－撤回）、已結案件數（協議階段－其他）、已結案件數（訴訟階段－勝訴）、已結案件數（訴訟階段－敗訴）、已結案件數（訴訟階段－一部敗訴、一部勝訴）、已結案件數（訴訟階段－法院和解）、已結案件數（訴訟階段－駁回）、已結案件數（訴訟階段－其他）、賠償情形（協議成立－賠償件數）、賠償情形（協議成立－賠償金額）、賠償情形（判決確定－賠償件數）、賠償情形（判決確定－賠償金額）、依國家賠償法第2條(賠償件數)、依國家賠償法第3條(賠償件數)、行使求償權（求償件數）、行使求償權（求償金額）、行使求償權（獲償件數）、行使求償權（獲償金額）,
25,身障生活補助,彰化縣政府社會處,彰化縣政府,,,,86,631,障礙等級、低收入戶(男)、低收入戶(女)、中低收入戶(男)、中低收入戶(女)、最低生活費1.5倍以上未達2.5倍者(男)、最低生活費1.5倍以上未達2.5倍者(女),
26,彰化縣總決算歲入歲出決算審定數簡明比較表,彰化縣政府主計處,彰化縣政府,,,,45,852,"年度,項目,預算數,原列決算,決算審定數",
27,彰化縣總決算審定後收支簡明比較分析表,彰化縣政府主計處,彰化縣政府,,,,37,924,"年度,項目,預算數,原列決算數,決算審定數,決算審定數與預算數比較增減",
28,彰化縣總決算平衡表,彰化縣政府主計處,彰化縣政府,,,,52,1607,"年度,借方科目,貸方科目",
29,彰化縣農路改善及維護工程,彰化縣政府工務處,彰化縣政府,,,,30,342,工程名稱、地        點、道  路  總  長  度、總  工  程  費,
30,歲入來源別預算總表,彰化縣政府主計處,彰化縣政府,,,,33,578,款、項、科目名稱、經常門、資本門、合計、說明,
31,歲入歲出性質及餘絀簡明比較分析表,彰化縣政府主計處,彰化縣政府,,,,30,575,經資門、歲入歲出、項目、本年度預算數金額、本年度預算數百分比、上年度預算數金額、上年度預算數百分比、前年度決算數金額、前年度決算數百分比、本年度與上年度比較金額、本年度與上年度比較增加率,
32,歲入歲出簡明比較分析表,彰化縣政府主計處,彰化縣政府,,,,25,465,歲入歲出、項目、本年度預算數金額、本年度預算數百分比、上年度預算數金額、上年度預算數百分比、前年度決算數金額、前年度決算數百分比、本年度與上年度比較金額、本年度與上年度比較增加率,
33,歲出政事別預算總表,彰化縣政府主計處,彰化縣政府,,,,40,1070,款、項、科目名稱、經常門、資本門、合計、說明,
34,歲出機關別預算總表,彰化縣政府主計處,彰化縣政府,,,,41,1277,款、科目名稱、經常門、資本門、合計、說明,
35,彰化縣所轄面積暨鄉(鎮、市)村(里)鄰數,彰化縣政府民政處,彰化縣政府,,,,170,1496,彰化縣所轄面積暨鄉(鎮、市)村(里)鄰數、,
36,身障居家服務成果,彰化縣政府社會處,彰化縣政府,,,,52,442,性別、失智症、慢性精神病患者、智能障礙者、自閉症(新制)、植物人(新制)、罕見疾病者(新制)、視覺障礙者(新制)、肢體障礙者(新制)、重要器官失去功能者(新制)、多重障礙者(新制)、其他(新制),
37,彰化縣推行社區發展工作概況一覽表,彰化縣政府社會處,彰化縣政府,,,,55,724,鄉鎮市別、社區發展協會總數、社區戶數(戶)、社區人口數(人)、男理事長(人)、女理事長(人)、男理事(不含理事長)(人)、女理事(不含理事長)(人)、男監事(人)、女監事(人)、男參加社區發展協會會員數(人)、女參加社區發展協會會員數(人)、設置社區生產建設基金、政府補助款實際使用經費(元)、社區自籌款實際使用經費(元)、原建(未作修擴建)社區活動中心(幢)、新建社區活動中心(幢)、修擴建社區活動中心(幢)、辦理社區幹部訓練(人次)、辦理社區觀摩(人次)、社區長壽俱樂部(處)、社區成長教室(班)、社區守望相助隊(隊)、社區民俗藝文康樂班隊(隊)、社區志願服務團隊(隊)、男志工數(人)、女志工數(人)、辦理社區照顧關懷據點(處)、社區圖書室(處)、社區刊物(期)、福利服務或活動(受益人次)、其他服務(受益人次),
38,特殊境遇家庭服務,彰化縣政府社會處,彰化縣政府,,,,40,570,性別設籍別、緊急生活扶助人數、緊急生活扶助人次 (月)、傷病醫療補助人數、傷病醫療補助人次 (月)、法律訴訟補助人數、法律訴訟補助人次 (月)、子女生活津貼人數、子女生活津貼人次 (月)、兒童托育津貼人數、兒童托育津貼人次 (月),
39,特殊境遇家庭概況,彰化縣政府社會處,彰化縣政府,,,,41,684,家長(申請人)性別、特殊境遇家庭戶數、家長(申請人)年齡未滿20歲、家長(申請人)年齡20~29歲、家長(申請人)年齡30~39歲、家長(申請人)年齡40~49歲、家長(申請人)年齡50~59歲、家長(申請人)年齡60~69歲、家長(申請人)年齡70~79歲、家長(申請人)年齡80歲以上、家長(申請人)婚姻狀況未婚、家長(申請人)婚姻狀況有偶、家長(申請人)婚姻狀況離婚、家長(申請人)婚姻狀況喪偶、家長(申請人)設籍狀況本國籍一般、家長(申請人)設籍狀況本國籍原住民、家長(申請人)設籍狀況大陸籍(含港澳)、家長(申請人)設籍狀況外國籍、家長(申請人)工作狀況有工作、家長(申請人)工作狀況無工作、家長(申請人)工作狀況臨時性工作、扶養子女人數、扶養孫子女人數,
40,特殊境遇家庭符合款項,彰化縣政府社會處,彰化縣政府,,,,35,454,性別設籍、特殊境遇家庭符合款項65歲以下且配偶死亡、特殊境遇家庭符合款項65歲以下且配偶失蹤經向警察機關報案協尋未獲達6個月以上、特殊境遇家庭符合款項因配偶惡意遺棄經判決離婚確定或已完成協議離婚登記、特殊境遇家庭符合款項受配偶不堪同居之虐待經判決離婚確定或已完成協議離婚登記、特殊境遇家庭符合款項家庭暴力受害、特殊境遇家庭符合款項未婚懷孕婦女，懷胎3個月以上至分娩2個月以內、特殊境遇家庭符合款項因離婚、喪偶、未婚生子獨自是養18歲以下子女，其無工作能力，或雖有工作能力，因遭遇重大傷病或照顧6歲以下子女致不能工作、特殊境遇家庭符合款項獨自扶養18歲以下父母無力扶養之係子女，其無工作能力或雖有工作能力，因遭遇重大傷病或照顧6歲以下孫子女致不能工作、特殊境遇家庭符合款項配偶處1年以上之徒刑或受拘束人身自由之保安處分1年以上，且在執行中、特殊境遇家庭符合款項其他經直轄市、縣 (市) 政府評估，因3個月內生活發生重大變故導致生活、經濟困難者，且其重大變故非因個人責任、債務、非因自願性失業等事由,
41,婦女福利服務,彰化縣政府社會處,彰化縣政府,,,,22,405,部門別、婦女福利與婦女權益活動辦理次數、婦女福利與婦女權益活動參加人次、婦女團體組織能力培訓辦理次數、婦女團體組織能力培訓參加人次、婦女團體領導人培訓辦理次數、婦女團體領導人培訓參加人次、性別意識培力活動辦理次數、性別意識培力活動參加人次、性別師資培訓課程辦理次數、性別師資培訓課程參加人次、婦女相關議題之溝通平台或公共論壇辦理次數、婦女相關議題之溝通平台或公共論壇參加人次、其他辦理次數、其他參加人次,
42,家庭福利服務,彰化縣政府社會處,彰化縣政府,,,,39,669,單親家庭個案管理新開案家庭數、單親家庭個案管理結案家庭數、單親家庭個案管理服務家庭數、單親家庭個案管理服務個案人數(人)、新住民家庭電話訪問(人次)、新住民家庭家庭訪視(人次)、新住民家庭個案管理服務(人次)、新住民個人支持性服務辦理場次、新住民個人支持性服務參加人次、新住民家庭支持性服務辦理場次、新住民家庭支持性服務參加人次、新住民社會支持服務辦理場次、新住民社會支持服務參加人次、新住民資訊支持服務辦理場次、新住民資訊支持服務參加人次、新住民經濟支持服務方案數、新住民經濟支持服務服務人次、新住民其他服務辦理次數、新住民其他服務參加人次,
43,彰化縣低收人數按年齡別,彰化縣政府社會處,彰化縣政府,,,,61,644,款別、0- 未滿6歲、6- 未滿12歲、12- 未滿18歲、18- 未滿26歲、26- 未滿35歲、35- 未滿45歲、45- 未滿60歲、60- 未滿65歲、65- 未滿80歲、80歲以上,
44,彰化縣社會處推展志願服務概況,彰化縣政府社會處,彰化縣政府,,,,13,343,統計104年7-12月志願服務人員基本資料,
45,彰化縣低收入戶款別戶數及人數,彰化縣政府社會處,彰化縣政府,,,,87,588,款別、一般戶戶數、原住民戶數、一般戶人數、原住民戶人數,
46,商業登記異動,彰化縣政府建設處,彰化縣政府,,,,50,607,行   業   別、上月底 現有家數、本月異動家數 新設立、本月異動家數增資、本月異動家數 減資、本月異動家數 歇業、本月異動家數 遷入、本月異動家數 遷出、本月異動家數 行業變動、本月異動家數 異動調整、本月底 現有家數、上月底 資本總額、本月異動資本額 新設立、本月異動資本額 增資、本月異動資本額 減資、本月異動資本額 歇業、本月異動資本額 遷入、本月異動資本額 遷出、本月異動資本額 行業變動、本月異動資本額 異動調整、本月底 資本總額,
47,工廠登記家數異動,彰化縣政府建設處,彰化縣政府,,,,86,715,行業別、上月底家數 (1)、本月異動家數 新登記 (2)、本月異動家數 歇業 (3)、本月異動家數 異動調整 (4)、本月底家數 (5)=(1)+(2)-(3)+(4),
48,彰化縣遊民處理情形,彰化縣政府社會處,彰化縣政府,,,,70,624,性別、本季受理報案或查報遊民處理人數 (人件)、本季底列冊遊民人數(人)、協助返家、關懷服務、年節活動、轉介福利服務、轉介就業服務或職業訓練、結合資源輔導租屋、轉介精神療養院治療、轉介老人安養機構收容、轉介老人養護機構收容、轉介身心障礙福利機構收容、轉介遊民收容所、送其他有關機關、因故死亡、本季底本縣(市)遊民收容所現有收容人數(含代收其他縣市) (人),
49,彰化縣中低收入戶年齡別,彰化縣政府社會處,彰化縣政府,,,,30,457,性別、戶數(戶數以戶長性別統計)、0-未滿6歲、6-未滿12歲、12-未滿18歲、18-未滿26歲、26-未滿35歲、35-未滿45歲、45-未滿60歲、60-未滿65歲、65-未滿80歲、80歲以上,
50,彰化縣警察局固定桿式自動取締違規照相設置地點一覽表,彰化縣警察局,彰化縣政府,,,,77,751,編號、設備地點、速限,
51,身障人數,彰化縣政府社會處,彰化縣政府,,,,54,354,障礙等 級別、合計、男、女,
52,身障福利機構概況,彰化縣政府社會處,彰化縣政府,,,,39,430,機構名稱、全日型住宿型、日間服務型、核定服務人數、實際服務人數(男)、實際服務人數(女)、,
53,身障日間及住宿式照顧補助,彰化縣政府社會處,彰化縣政府,,,,23,423,、日間照顧、住宿式照顧,
54,身障支持服務成果,彰化縣政府社會處,彰化縣政府,,,,16,432,、居家照顧服務、到宅評估輔具訓練服務、送餐到家、友善訪視、其他相關之居家服務、日間照顧、社區日間作業設施服務、臨時及短期照顧、生活重建、社區居住服務、自立生活支持服務、家庭托顧、家庭關懷訪視服務、復康巴士服務、照顧者訓練及研習、休閒服務、其他相關之社區服務,
55,彰化縣外籍配偶子女發展遲緩兒童早期療育服務概況表,彰化縣政府社會處,彰化縣政府,,,,19,314,通報來源、性別、人數,
56,彰化縣發展遲緩兒童早期療育服務概況表,彰化縣政府社會處,彰化縣政府,,,,26,434,通報人數、個管人數、性別,
57,彰化縣兒童及少年福利機構及服務概況,彰化縣政府社會處,彰化縣政府,,,,24,374,機構名稱、人數,
58,彰化縣兒童及少年福利服務,彰化縣政府社會處,彰化縣政府,,,,17,373,年月、寄養家庭戶數、人數、經費數,
59,彰化縣兒童少年保護執行概況,彰化縣政府社會處,彰化縣政府,,,,16,411,遺棄、身心虐待、不當管教、受虐者特殊狀況(不被期望下出生、持續哭鬧不易安撫、發展遲緩、身心障礙、過動、偏差行為、非案主因素、其他)、家庭維繫、家庭重整、返家計畫、安置後追蹤輔導、停止親權、改定監護權、自立生活方案、長期安置輔導計畫、收出養服務、訪談服務、家外安置、安置期間       探視服務、網絡資源連結、聲請保護令、法律服務、以證人身分出庭、陪同服務、驗傷診療、就學輔導、強制性親職教育、一般性親職教育、自殺防治、藥癮戒治、,
60,彰化縣社會工作專職人員數,彰化縣政府社會處,彰化縣政府,,,,14,341,社會工作專職人員機構與性別、男、女,
61,中低收入老人生活津貼,彰化縣政府社會處,彰化縣政府,,,,109,757,、低收入戶+1.5倍以下人數、金額、1.5-2.5倍人數、總人數、總金額,
62,彰化縣推展性侵害防治業務,彰化縣政府社會處,彰化縣政府,,,,26,414,被害人國籍身分與性別、諮詢協談、庇護安置、陪同報案 偵詢、陪同出庭、驗傷診療、法律扶助、經濟扶助、心理諮商 與輔導、就業服務、就學或轉 學服務、通譯服務、轉介戒毒 中心、其他扶助,
63,彰化縣推展家庭暴力防治業務,彰化縣政府社會處,彰化縣政府,,,,24,423,,
64,登記有案宗教團體相關資料,彰化縣政府民政處,彰化縣政府,,,,31,502,宗教團體名稱、主管機關、行政區、地　址、教　別、電話、負責人,
65,登記有案宗教團體統計報表,彰化縣政府民政處,彰化縣政府,,,,48,729,寺廟及財團法人類別、數量,
66,彰化縣社會工作員工作成果,彰化縣政府社會處,彰化縣政府,,,,26,390,,
67,彰化縣老人長期照顧、安養機構概況,彰化縣政府社會處,彰化縣政府,,,,80,532,長期照顧機構、安養機構、人數、性別,
68,彰化縣長期照顧十年計畫,彰化縣政府社會處,彰化縣政府,,,,28,431,居家服務、照顧服務員、居家服務教育訓練,
69,彰化縣辦理老人福利服務成果,彰化縣政府社會處,彰化縣政府,,,,27,430,、宣導老人福利服務業務、　其他媒體宣導活動、人才培訓-志願服務人員、人才培訓-專業人員,
70,彰化縣獨居老人數及服務概況,彰化縣政府社會處,彰化縣政府,,,,60,635,男性、女性,
71,彰化縣105年各級學校教職員獎懲人次,彰化縣政府人事處,彰化縣政府,,,,26,535,獎勵種類、彰化縣各級學校教職員獎懲人次,
72,彰化縣政府105年暨所屬各機關公務人員獎懲人次,彰化縣政府人事處,彰化縣政府,,,,20,458,獎勵種類、彰化縣政府暨所屬各機關公務人員獎懲人次,
73,彰化縣105年各級學校教職員退休人數按年齡分,彰化縣政府人事處,彰化縣政府,,,,31,579,年齡、(自願退休)一次 退休金、(自願退休)月退    休金、(自願退休)兼領1/2月退休金、(命令退休)一次     退休金、(命令退休)月退 休金、(命令退休)兼領1/2月退休金、(屆齡退休)一次     退休金、(屆齡退休)月退 休金、(屆齡退休)兼領1/2月退休金,
74,彰化縣105年各級學校教職員退休人數按官等分,彰化縣政府人事處,彰化縣政府,,,,23,460,官職別、性別、(自願退休)一次 退休金、(自願退休)月退    休金、(自願退休)兼領1/2月退休金、(命令退休)一次     退休金、(命令退休)月退 休金、(命令退休)兼領1/2月退休金、(屆齡退休)一次     退休金、(屆齡退休)月退 休金、(屆齡退休)兼領1/2月退休金,
75,彰化縣政府105年暨所屬各機關公務人員退休人數按年齡分,彰化縣政府人事處,彰化縣政府,,,,19,457,年齡、(自願退休)一次 退休金、(自願退休)月退    休金、(自願退休)兼領1/2月退休金、(命令退休)一次     退休金、(命令退休)月退 休金、(命令退休)兼領1/2月退休金、(屆齡退休)一次     退休金、(屆齡退休)月退 休金、(屆齡退休)兼領1/2月退休金,
76,彰化縣政府105年暨所屬各機關公務人員退休人數按官等分,彰化縣政府人事處,彰化縣政府,,,,26,471,官職等、(自願退休)一次 退休金、(自願退休)月退    休金、(自願退休)兼領1/2月退休金、(命令退休)一次     退休金、(命令退休)月退 休　金、(命令退休)兼領1/2月退休金、(屆齡退休)一次     退休金、(屆齡退休)月退 休金、(屆齡退休)兼領1/2月退休金,
77,彰化縣土地及建物登記管理,彰化縣政府地政處,彰化縣政府,,,,120,757,類別、工作項目、件數、筆數 /土地、面積 /土地、棟數 /建物、面積 /建物,
78,彰化縣外國人地權登記管理,彰化縣政府地政處,彰化縣政府,,,,54,624,類別、工作項目、件     數、土地/筆數、土地/面積,
79,彰化縣土地登記印鑑設置及使用情形統計,彰化縣政府地政處,彰化縣政府,,,,58,428,鄉鎮市公所別、累計設置印鑑人數、累計印鑑使用案件數,
80,彰化縣地政士開業及異動,彰化縣政府地政處,彰化縣政府,,,,44,453,鄉鎮市、截至上期開業人數/男、截至上期開業人數/女、本期核發開業人數/男、本期核發開業人數/女、初次核發/男、初次核發/女、他縣市轉入/男、本期註銷開業人數/男、本期註銷開業人數/女、停止營業/男、停止營業/女、執照人數,
81,彰化縣測量案件,彰化縣政府地政處,彰化縣政府,,,,137,396,統計彰化縣各地政事務所每月 土地複丈 建物測量 地目變更 謄本(含分割 合併 鑑界 法院囑託 其他),
82,彰化縣公告土地現值、公告地價漲跌幅一覽表,彰化縣政府地政處,彰化縣政府,,,,99,1058,鄉鎮市區別、上期公告土地現值總額漲跌幅計算、本期公告土地現值總額漲跌幅計算、本期公告土地現值與上期比較漲跌幅、前一期公告地價總額漲跌幅計算、最近一期公告地價總額漲跌幅計算、最近一期公告地價與前一期比較漲跌幅、本期一般正常交易價格總額、本期公告土地現值占本期一般正常交易價格百分比、最近一期公告地價占本期一般正常交易價格百分比、最近一期公告地價占本期公告土地現值百分比,
83,彰化縣已登記公私有土地筆數面積,彰化縣政府地政處,彰化縣政府,,,,50,414,類別、工作項目、面積/總計、面積/公有、面積/私有、面積/公私共有、筆數/總計、筆數/公有、筆數/私有、筆數/公私共有,
84,彰化縣實施耕地三七五減租成果增減原因,彰化縣政府地政處,彰化縣政府,,,,13,443,增減原因、佃農戶數(戶)、地主戶數(戶)、土地筆數(筆)、租約件數(件)、田訂約面積(公頃)、旱訂約面積(公頃)、其他訂約面積(公頃),
85,彰化縣實施耕地三七五減租後佃農購買耕地面積及戶數,彰化縣政府地政處,彰化縣政府,,,,19,381,鄉鎮市別、本年田購買耕地面積(公頃)、累計至本年底止田購買耕地面積(公頃)、本年旱購買耕地面積(公頃)、累計至本年底止旱購買耕地面積(公頃)、本年其他購買耕地面積(公頃)、累計至本年底止其他購買耕地面積(公頃)、本年購買耕地佃農戶數 （戶）、累計至本年底止購買耕地佃農戶數 （戶）,
86,彰化縣各鄉鎮市實施耕地三七五減租成果,彰化縣政府地政處,彰化縣政府,,,,23,317,鄉鎮市區別、佃農戶數(戶)、地主戶數(戶)、土地筆數(筆)、租約件數(件)、田訂約面積(公頃)、旱訂約面積(公頃)、其他訂約面積(公頃),
87,彰化縣各級租佃委員會調解調處案件,彰化縣政府地政處,彰化縣政府,,,,15,408,租佃委員會別、短欠租佃成立、短欠租佃不成立、災欺減免佃租成立、災欺減免佃租不成立、繳租折算糾紛成立、繳租折算糾紛不成立、正產副產糾紛成立、正產副產糾紛不成立、租期糾紛成立、租期糾紛不成立、耕地面積糾紛成立、耕地面積糾紛不成立、地目等則變更糾紛成立、地目等則變更糾紛不成立、田寮或基地租佃糾紛成立、田寮或基地租佃糾紛不成立、減租條例第16條糾紛成立、減租條例第16條糾紛不成立、其他成立、其他不成立,
88,彰化縣土地筆數面積公告土地現值統計,彰化縣政府地政處,彰化縣政府,,,,28,502,鄉鎮市、都市土地公有筆數、都市土地公有面積、都市土地公有公告土地現值總額、都市土地私有筆數、都市土地私有面積、都市土地私有公告土地現值總額、都市土地公私共有筆數、都市土地公私共有面積、都市土地公私共有公告土地現值總額、非都市土地公有筆數、非都市土地公有面積、非都市土地公有公告土地現值總額、非都市土地私有筆數、非都市土地私有面積、非都市土地公私共有公告土地現值總額、非都市土地公私共有筆數、非都市土地公私共有面積,
89,彰化縣公告土地現值劃分地價區段及最高最低地價表,彰化縣政府地政處,彰化縣政府,,,,28,458,鄉鎮市區別、區段數、一般區段數、繁榮街道路線 價、一般路線價、一般區段價最高、一般區段價最低、繁榮街道路線價最高、繁榮街道路線價最低、一般路線價最高、一般路線價最低、最高宗地地價,
90,彰化縣未辦繼承登記土地建物列冊管理,彰化縣政府地政處,彰化縣政府,,,,91,928,、本年列冊管理數－、本年停止列冊管理、本年列冊管理期滿、截至本年底列冊管,
91,草食動物防疫調查統計,彰化縣動物防疫所,彰化縣政府,,,,16,381,"年月,各鄉鎮公所,場次",
92,彰化縣區段徵收成果,彰化縣政府地政處,彰化縣政府,,,,28,824,"地區名稱,  區段徵收數,辦理面積,土地分配面積",
93,彰化縣正辦理中自辦市地重劃區籌備會統計表,彰化縣政府地政處,彰化縣政府,,,,23,638,籌備會名稱、發起人、申請日期、辦理情形、地段號代表,
94,彰化縣已辦理完成公辦市地重劃地區成果,彰化縣政府地政處,彰化縣政府,,,,21,359,重劃區名稱.辦理年度.重劃區面積.公共設施面積.公設地負擔比例.平均負擔比例.重劃後地段.備註(ha),
