編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
184,宜蘭縣場置性地下水監測井基本資料,環保局,宜蘭縣政府,,,,,,"監測井編號,監測站名,區域性監測井,地址,監測站坐標-X,監測站坐標-Y,設置日期,設置廠商,井篩長度,井深,監測井型式,井頂高程",
185,噪音管制標準第六條：營建工程噪音管制標準值,環保局,宜蘭縣政府,,,,,,"管制區,時段,頻率,音量,音量分類,公告連結網址",
186,噪音管制標準第七條：擴音設施噪音管制標準,環保局,宜蘭縣政府,,,,,,"管制區,時段,頻率,音量,音量分類,公告連結網址",
187,宜蘭縣海域水質監測標準值,環保局,宜蘭縣政府,,,,,,,
188,宜蘭縣環境教育設施場所名冊,環保局,宜蘭縣政府,,,,,,,
189,宜蘭縣資源回收物分類指引明細表,環保局,宜蘭縣政府,,,,,,,
190,宜蘭縣垃圾衛生掩埋場進場量資料,環保局,宜蘭縣政府,,,,,,,
191,宜蘭縣自來水水質監測與指標資料,環保局,宜蘭縣政府,,,,,,,
192,宜蘭縣再生家具販售目錄,環保局,宜蘭縣政府,,,,,,,
193,宜蘭縣垃圾衛生掩埋場歷年地下水監測結果,環保局,宜蘭縣政府,,,,,,,
194,宜蘭縣區域性地下水監測井基本資料,環保局,宜蘭縣政府,,,,,,"監測井編號,監測站名,地址,監測站坐標-X,監測站坐標-Y,設置日期,設置廠商,井篩長度,井深,監測井型式,井頂高程",
195,宜蘭縣人工空氣品質測站設置概況與測定項目,環保局,宜蘭縣政府,,,,,,,
