編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
17,臺中市社區健走步道,臺中市政府衛生局,台中市政府,,,0,3,12,序號、行政區、名稱、距離公尺、走路4公里小時、騎腳踏車88公尺小時、備註運動消耗熱量大卡註以60公斤成人為例\r\n\r\n,2018-07-10
18,3364-01-01-2 臺中市政府各機關免書證免謄本系統查詢統計表,臺中市政府研究發展考核委員會,台中市政府,,,0,77,47,RptNo(表號)、RptName(表名)、StatCourseNo(統計科目代碼)、StatCourseName(統計科目名稱)、DataDate(資料日期)、PlaceNo(地區代碼)、PlaceName(地區名稱)、PeriodNo(週期代碼)、PeriodName(週期名稱)、Complex1(複分類一)、ComplexName(複分類一名稱)、Complex2(複分類二)、Complex2Name(複分類二名稱)、Complex3(複分類三)、Complex3Name(複分類三名稱)、Complex4(複分類四)、Complex4Name(複分類四名稱)、Complex5(複分類五)、Complex5Name(複分類五名稱)、DeriveNo(衍生項目代碼)、DeriveExplain(衍生項目說明)、FValue(數值資料)、SValue(文字符號)、RptDeptNo(製表機關單位)、RptDeptName(製表機關名稱)、CreateTime(建立時間)、ModifyTime(修改時間),2018-07-12
19,合法旅館,臺中市政府觀光旅遊局,台中市政府,,,0,36,21,臺中市轄區內合法旅館,2018-05-07
20,臺中市107年火災資料統計,臺中市政府消防局,台中市政府,,,0,1,20,火災發生數、火災發生場所、火災發生時段、火災發生原因、火災起火處所,2018-07-10
21,臺中市106年度1-7月役男徵兵檢查體位判等因素分析統計表,臺中市政府民政局,台中市政府,,,0,0,4,年、月、項次、病名、常備役暨常備役甲、常備役乙、替代役暨替代役甲、替代役乙、免役、體位未定、專科檢查,2018-07-13
22,觀光旅館,臺中市政府觀光旅遊局,台中市政府,,,0,6,15,序號、核准營業日期、縣市旅宿登記證號、類別、星等、旅宿名稱、縣市、鄉鎮、地址、電話、傳真、房間數、電子郵件、網址、郵遞區號,2018-07-10
23,警察局105年9月份交通事故資料,臺中市政府警察局,台中市政府,,,8992,0,6,臺中市政府警察局105年9月份交通事故資料,2018-05-07
24,警察局105年12月份交通事故資料,臺中市政府警察局,台中市政府,,,0,0,8,年、月、日、時、分、縣市、區、死、受傷、2-30、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分(類別)、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種、GPS座標X、GPS座標Y,2018-05-07
25,臺中市市立國中各校男女生人數統計,臺中市政府教育局,台中市政府,,,0,0,3,"學校名稱,7年級學生數,8年級學生數,9年級學生數",2018-05-07
26,臺中市每月交通事故資料表,臺中市政府警察局,台中市政府,,,8592,10,18,年、月、日、時、分、縣市、區、死、受傷、2-30、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分(類別)、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種、GPS座標X、GPS座標Y,2018-05-07
27,臺中市政府警察局各分局、分駐（派出）所服務據點,臺中市政府警察局,台中市政府,,,0,0,9,機關、編號、單位別、轄區、地址、電話、行動節費電話,2018-05-07
28,臺中市輔具服務單位,臺中市政府社會局,台中市政府,,,3,1,11,性質、主管機關、單位名稱、辦理單位、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、備註、最後更新時間,2018-05-07
29,臺中市噪音管制圖_TWD97,臺中市政府環境保護局,台中市政府,,,22969,3,17,na,2018-06-01
30,警察局106年6月份交通事故資料,臺中市政府警察局,台中市政府,,,0,0,23,年、月、日、時、分、縣市、區、死、受傷、2-30、天候、光線、道路類別、速限、道路型態、事故位置、路面鋪裝、路面狀態、路面缺陷、障礙物、視距、號誌種類、號誌動作、分向設施、快車道或一般車道間、快慢車道間、路面邊線、事故類型及型態、主要肇因、受傷程度、主要傷處、保護裝備、行動電話、當事者區分(類別)、車輛用途、當事者行動狀態、駕駛資格情形、駕駛執照種類、飲酒情形、車輛撞擊部位最初、車輛撞擊部位其他、肇事因素個別、肇事因素主要、肇事逃逸、職業、旅次目的、車種、GPS座標X、GPS座標Y,2018-05-22
31,臺中市公共設施管線_TWD97,臺中市政府建設局,台中市政府,,,31,28,28,"管線路面設施,如人手孔,路燈,電力設施等",2018-06-01
32,107年第1季防空避難設備,臺中市政府警察局,台中市政府,,,0,0,15,臺中市107年第1季防空避難設備,2018-06-04
33,107年度臺中市地方總預算,臺中市政府主計處,台中市政府,,,0,0,16,歲入歲出簡明比較分析表、歲入歲出性質及餘絀簡明比較分析表、收支簡明比較分析表、歲入來源別預算總表、歲入來源別預算比較總表(經資併計)、歲入來源別預算比較總表(經常門)、歲入來源別預算比較總表(資本門)、歲出政事別預算總表、歲出政事別預算比較總表(經資併計)、歲出政事別預算比較總表(經常門)、歲出政事別預算比較總表(資本門)、歲出機關別預算總表、歲出機關別預算比較總表(經資併計)、歲出機關別預算比較總表(經常門)、歲出機關別預算比較總表(資本門)、基金別預算分析表、歲入來源別預算表(經常門)、歲入來源別預算表(資本門)、歲出政事別預算表(經常門)、歲出政事別預算表(資本門)、歲出機關別預算表、各機關歲入來源別科目分析總表、各機關歲出政事別科目分析總表、各機關歲出用途別科目分析總表、各機關資本支出分析總表、歲出人事費彙計表、員工總表、約聘僱人員費用彙計表、補助及捐助經費總表、中程資本支出計畫概況表、歲出按職能及經濟性綜合分類表,2018-06-04
34,臺中市常備兵役役男家屬105年安家費暨三節生活扶助金統計表,臺中市政府民政局,台中市政府,,,58,1,5,役別、鄉鎮市區別、一次安家費甲級發給戶數、一次安家費甲級發給口數、一次安家費甲級金額、一次安家費乙級發給戶數、一次安家費乙級發給口數、一次安家費乙級金額、一次安家費丙級發給戶數、一次安家費丙級發給口數、一次安家費丙級金額、三節生活扶助金甲級發給戶數、三節生活扶助金甲級發給口數、三節生活扶助金甲級金額、三節生活扶助金乙級發給戶數、三節生活扶助金乙級發給口數、三節生活扶助金乙級金額、三節生活扶助金丙級發給戶數、三節生活扶助金丙級發給口數、三節生活扶助金丙級金額\r\n,2018-07-12
35,臺中市68家醫院,臺中市政府衛生局,台中市政府,,,0,3,13,序號、醫院、地址、電話 ,2018-07-10
36,早期療癒單位,臺中市政府社會局,台中市政府,,,1,7,22,編號、資料名稱、資料來源、機構名稱、電話、服務區域、住址,2018-05-07
37,臺中市每月十大易肇事路段(口),臺中市政府警察局,台中市政府,,,0,1,16,編號、轄區分局、路口名稱、A1、A2件數、A2受傷、A3、肇事件數、肇事熱時、主要肇因,2018-05-07
38,臺中市政府警察局各分局規劃巡邏箱線區塊統計一覽表,臺中市政府警察局,台中市政府,,,0,0,1,統計單位名稱、巡邏線數、巡邏箱數、巡邏區塊數,2018-05-07
39,臺中市公有零售市場地址及聯絡電話,臺中市政府經濟發展局,台中市政府,,,0,1,8,"市場名稱,住址,電話",2018-05-07
40,公眾區免費無線上網熱點資料,臺中市政府研究發展考核委員會,台中市政府,,,0,1,13,"項次,熱點類別,熱點名稱,郵遞區號,縣市名稱,鄉鎮市區,地址,熱點類別(英語),熱點名稱(英語),縣市名稱(英語),鄉鎮市區(英語),地址(英語)",2018-05-07
41,臺中市市區公車路線圖,臺中市政府交通局,台中市政府,,,245,15,30,"各路線編號,各路線圖",2018-05-07
42,臺中市公車動態資訊,臺中市政府交通局,台中市政府,,,0,28,32,"客運業者,路線站點,公車即時動態資料,公車預估時間資料,公車路線之所有去返程公車站資料\r\n（目前此連結僅提供測試資料，故不會更新，若需即時資料請連結http://lawsearch.taichung.gov.tw/GLRSout/inc/GetFile.ashx?FileId=8501 辦理）\r\n更新頻率：每30秒\r\n",2018-05-07
43,臺中市市區公車站牌資料,臺中市政府交通局,台中市政府,,,26382,179,77,路線(路線代號)、路線名稱、站序(站位次序)、中文站點名稱(站點中文名稱)、經度(站位經度)、緯度(站位緯度)、去回(去程、回程、去回程)、英文站點名稱(站點英文名稱),2018-05-07
44,臺中市預防接種合約院所名單,臺中市政府衛生局,台中市政府,,,0,0,3,鄉鎮市區、機構類別、合約醫療院所名稱、十碼代碼、各項公費常規疫苗、公費卡介苗、其他公費疫苗(請自行填列)、自費A型肝炎疫苗(幼兒)、自費A型肝炎疫苗(成人)、自費B型肝炎疫苗、自費肺炎鏈球菌疫苗、自費輪狀病毒疫苗、其他自費疫苗(請自行填列)、接種時間、負責人、洽詢電話、地址、醫療資訊系統廠商代碼、醫療資訊系統廠商名稱,2018-05-07
45,臺中市視障按摩院所名冊,臺中市政府勞工局,台中市政府,,,0,0,9,區域、院所名稱、院所地址、聯絡電話\r\n,2018-05-07
46,臺中市公立幼兒園名冊,臺中市政府教育局,台中市政府,,,0,1,9,"編號,鄉鎮,設立別,幼兒園名稱,幼兒園電話,幼兒園住址,核定總招收人數\r\n",2018-05-07
47,臺中市政府警察局受理網路、簡訊、視訊報案統計表,臺中市政府警察局,台中市政府,,,0,0,1,時間、網路報案、簡訊報案、視訊報案,2018-05-07
48,臺中市好客民宿資料,臺中市政府觀光旅遊局,台中市政府,,,0,0,9,類別、旅宿名稱、縣市、鄉鎮、地址、電話、傳真、房間數、電子郵件、網址,2018-07-11
49,完全以電能為動力之電動大客車及貨車使用牌照稅稅額表,臺中市政府地方稅務局,台中市政府,,,0,9,16,"馬達最大馬力英制馬力,馬達最大馬力公制馬力,電動大客車稅額,電動貨車稅額",2018-06-04
50,臺中市交通即時道路影像,臺中市政府交通局,台中市政府,,,0,0,36,"cctvid(攝影機編號),url(攝影機網址)、狀態",2018-06-04
51,臺中市第二屆直轄市里長名冊,臺中市政府民政局,台中市政府,,,0,27,42,姓名、區別、里別、辦公室電話、辦公室地址。,2018-06-20
52,臺中市工會組織名冊,臺中市政府勞工局,台中市政府,,,0,10,18,序號、工會名稱、會址、工會電話、傳真、現任負責人、成立日期,2018-07-11
53,臺中市處理刑事案件被害人－月別,臺中市政府警察局,台中市政府,,,0,0,7,合計、總計、總計1、竊盜、竊盜1、竊盜2、竊盜3、竊盜4、傷害、傷害1、傷害2、殺人、殺人1、殺人2、妨害風化、妨害性自主罪、妨害性自主罪1、妨害性自主罪2、妨害性自主罪3、妨害性自主罪4、恐嚇取財、恐嚇取財1、恐嚇取財2、擄人勒贖、強盜搶奪、強盜搶奪1、強盜搶奪2、詐欺背信、詐欺背信1、詐欺背信2、妨害自由、駕駛過失、妨害婚姻及家庭、妨害公務、公共危險、其他,2018-05-07
54,臺中市政府警察局電話受理案件統計表,臺中市政府警察局,台中市政府,,,0,0,2,時間、重大刑案、一般刑案、社會秩序、災害事件、交通事件、為民服務、統計比例,2018-05-07
55,臺中市長青福利服務-居家服務,臺中市政府社會局,台中市政府,,,0,16,10,行政區域、單位名稱、電話、地址、備註,2018-05-07
56,臺中市公設民營及私立托嬰中心,臺中市政府社會局,台中市政府,,,0,23,22,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、核定收托人數、相關網站、X坐標、Y坐標、備註、最後更新時間,2018-05-07
57,臺中市身心障礙福利團體,臺中市政府社會局,台中市政府,,,44,3,7,團體名稱、地址、聯絡電話,2018-05-07
58,105年臺中市統計年報-家庭生活類,臺中市政府主計處,台中市政府,,,2,4,10,臺中市家庭收支主要指標、臺中市家庭住宅及現代化設備情形,2018-05-07
59,臺中市老人福利機構,臺中市政府社會局,台中市政府,,,67,3,18,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、核定收容人數、收容對象_安養、收容對象_養護、收容對象_長照、收容對象_日照、收容對象_失智、收容對象_遊民、收容對象_其他、相關網站、X坐標、Y坐標、備註、最後更新時間,2018-05-07
60,臺中市社區照顧關懷據點,臺中市政府社會局,台中市政府,,,301,46,44,單位名稱、轄區、地址、經度、緯度、電話聯絡人、簡介\r\n\r\n,2018-05-07
61,臺中市公設民營托育資源中心,臺中市政府社會局,台中市政府,,,6,6,19,主管機關、辦理單位、成立日期、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、備註、最後更新時間,2018-05-07
62,臺中市婦女福利服務中心,臺中市政府社會局,台中市政府,,,7,21,14,主管機關、中心名稱、承辦單位、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、備註、最後更新時間,2018-05-07
63,臺中市身心障礙者庇護工場資料,臺中市政府勞工局,台中市政府,,,8,3,14,庇護工場名稱、提供產品、地址、聯絡電話\r\n,2018-05-07
64,105年度臺中市地方總預算案附屬單位預算及綜計表(csv),臺中市政府主計處,台中市政府,,,0,1,8,105年度臺中市地方總預算案附屬單位預算及綜計表各項表件(csv),2018-05-07
65,臺中市身心障礙者社區資源中心,臺中市政府社會局,台中市政府,,,6,6,9,身心障礙者社區資源中心、承辦單位、行政區、地址、聯絡電話,2018-05-07
66,臺中市路段動態資訊,臺中市政府交通局,台中市政府,,,0,0,29,"routeid(路段ID), level(服務水準級別), value(路段速率), traveltime(路段旅行時間), datacollecttime(資料時間)",2018-06-04
67,臺中市各區里活動中心基本資料一覽表,臺中市政府民政局,台中市政府,,,0,1,11,"編號,區別,座落里別,聯合里別範圍,名稱,座落地址",2018-05-07
68,高風險家庭關懷輔導處遇服務據點,臺中市政府社會局,台中市政府,,,4,7,14,主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、備註、最後更新時間,2018-05-07
69,居家托育服務中心,臺中市政府社會局,台中市政府,,,6,10,8,團體名稱、委託單位、地址、聯絡電話、服務區域,2018-05-07
70,公設民營及私立托嬰中心,臺中市政府社會局,台中市政府,,,128,7,17,編號、類別、區域、機構名稱、主任、郵遞區號、地址、電話、收托人數、立案日期、立案字號、收托時間,2018-05-07
71,臺中市哺集乳室資訊,臺中市政府衛生局,台中市政府,,,0,1,10,場所名稱、地址、電話、開放時間,2018-07-10
72,臺中市觀光工廠,臺中市政府經濟發展局,台中市政府,,,11,4,20,觀光工廠名稱、地址、觀光工廠預約電話、網址、經緯度、簡介,2018-05-07
73,臺中市環保餐館,臺中市政府環境保護局,台中市政府,,,41,4,12,序號、名稱、電話、地址,2018-06-28
74,臺中市政府警察局106年10月公告具高再犯危險之性侵害加害人人數統計表  ,臺中市政府警察局,台中市政府,,,0,0,7,月份、公告人數、新增人數,2018-05-07
75,臺中市門牌號碼_WGS84,臺中市政府民政局,台中市政府,,,1,28,54,省市縣市代碼、鄉鎮市區、村里、鄰、街、路段、地區、巷、弄、號、橫坐標、縱坐標,2018-06-01
76,無故未出席協商企業經營者名單,臺中市政府法制局,台中市政府,,,147,0,5,相對人、申訴人、協商日期、申訴內容要旨,2018-07-12
77,臺中市所屬大型運動場館,運動局,台中市政府,,,8,24,22,場地名稱、區域、地址、經度、緯度、管理機關、聯絡人、連絡電話,2018-05-07
78,臺中市替代役役男家屬106年1-12月安家費暨三節生活扶助金統計表,臺中市政府民政局,台中市政府,,,0,0,5,\t發給戶數、發給口數、金額、一次安家費甲級、乙級、丙級、三節生活扶助金甲級、乙級、丙級,2018-07-13
79,臺中市新生兒聽力篩檢(初篩)醫療院所,臺中市政府衛生局,台中市政府,,,0,0,8,編號、縣市、醫事機構代碼、醫療院所名稱、郵遞區號、地址、起始日期、有效日期,2018-07-03
80,臺中市106學年度國中學區劃分表,臺中市政府教育局,台中市政府,,,0,0,4,"編號,學校名稱,行政區,里鄰,校址,電話",2018-05-07
81,105學年度臺中市立國民中學班級數核定表,臺中市政府教育局,台中市政府,,,0,1,6,本市國民中學各年級學生數,2018-05-07
82,特殊資源教育中心,臺中市政府教育局,台中市政府,,,0,1,4,網址連結,2018-05-07
83,臺中市托育(保母)人員專業訓練課程(126小時自費班),臺中市政府社會局,台中市政府,,,0,15,27,辦理單位、班別開辦期間、上課地點、平日/假日、開班人數、報名期間、說明會時間/地點、聯絡電話,2018-05-07
84,臺中市身心障礙者營養餐食服務,臺中市政府社會局,台中市政府,,,4,10,15,單位名稱、會址、辦理地點、聯絡電話、服務區域,2018-05-07
85,臺中市道路寬度,臺中市政府研究發展考核委員會,台中市政府,,,93563,2095,217,路名、地區、巷、弄、路寬、備註,2018-05-07
86,臺中市流感抗病毒藥劑合約醫療院所名冊,臺中市政府衛生局,台中市政府,,,598,0,8,十碼章、醫院名稱、縣市別、行政區、郵遞區號、地址、連絡電話、座標緯度、座標經度、備註、建立日期、更新日期\r\n,2018-05-07
87,臺中市孕婦乙型鏈球菌篩檢補助服務方案特約院所名單,臺中市政府衛生局,台中市政府,,,0,0,4,醫事服務機構名稱、是否不另收差額、地址、電話\r\n,2018-05-07
88,臺中市勞工健檢指定醫療機構,臺中市政府勞工局,台中市政府,,,0,0,8,醫療機構名稱、醫療機構地址、勞工健檢連絡人、聯絡電話,2018-07-05
89,臺中市危險水域,臺中市政府觀光旅遊局,台中市政府,,,0,1,11,臺中市危險水域,2018-07-10
90,臺中市政府服務勞工地圖,臺中市政府勞工局,台中市政府,,,29,5,17,名稱、地區、地址、電話、網址\r\n,2018-07-05
91,臺中市母嬰親善醫療院所名單,臺中市政府衛生局,台中市政府,,,0,1,13,區別、院所名稱,2018-07-10
92,臺中市領有溫泉標章之溫泉使用事業,臺中市政府觀光旅遊局,台中市政府,,,0,0,7,編號、業者名稱、負責人、聯絡電話、聯絡地址,2018-07-11
93,臺中市星級旅館資料,臺中市政府觀光旅遊局,台中市政府,,,0,0,9,序號、核准營業日期、縣市旅宿登記證號、類別、星等、旅宿名稱、縣市、鄉鎮、地址、電話、傳真、房間數、電子郵件、網址、郵遞區號,2018-07-11
94,臺中市各役政單位地址及連絡電話一覽表,臺中市政府民政局,台中市政府,,,31,1,4,單位名稱、連絡電話、地址,2018-07-11
95,警察局104年5月份交通事故資料,臺中市政府警察局,台中市政府,,,8712,2,7,發生時間、事故類別、市、區、里、鄰、事故地點、鄰近、肇事逃逸、酒駕案件\r\n,2018-07-11
96,104年臺中市市區公車業務概況及行車情形－按公司別,臺中市政府交通局,台中市政府,,,0,1,4,市區公車業務概況及行車情形,2018-05-07
97,葫蘆墩文化中心106年活動表,臺中市政府文化局,台中市政府,,,0,1,9,NO.、活動名稱、展期、場地名稱、\t活動展演(起)、活動展演(迄)、活動時間、展演者名稱、活動型態、\t活動售票與否、票價、備註\r\n\r\n,2018-06-27
98,臺中市都市地價指數漲跌幅表,臺中市政府地政局,台中市政府,,,0,6,14,地區、臺中市及所轄各行政區、總指數：總體都市地價指數、住宅區：住宅區都市地價指數、商業區：商業區都市地價指數、工業區：工業區都市地價指數,2018-05-07
99,臺中市固定污染源空氣污染物連續自動監測設施(CEMS)監測數據資料_列管工廠,臺中市政府環境保護局,台中市政府,,,0,3,9,管制編號、公私場所名稱,2018-05-07
100,臺中市立案補習班資料,臺中市政府教育局,台中市政府,,,0,1,12,"補習班網頁連結,班址,電話,立案文號,立案日期",2018-05-07
101,臺中市路段靜態資訊,臺中市政府交通局,台中市政府,,,0,10,44,路段速限、路段終點座標、路段起點座標、道路等級、路段(Link)起點ID、路段(Link)迄點ID、路段名稱、所屬單位代碼、路段編號,2018-06-04
102,臺中市104年度10-12月役男徵兵檢查體位判等因素分析統計表,臺中市政府民政局,台中市政府,,,149,1,3,年、月、項次、病名、常備役暨常備役甲、常備役乙、替代役暨替代役甲、替代役乙、免役、體位未定、專科檢查,2018-06-28
103,臺中市104年10-12月役男徵兵檢查BMI值統計表,臺中市政府民政局,台中市政府,,,126,1,6,年、月、BMI值體位、人數,2018-06-28
104,台中市105年1-12月役男徵兵檢查BMI值統計表,臺中市政府民政局,台中市政府,,,504,3,10,年、月、BMI值體位、人數,2018-06-28
105,臺中市85-87年次徵兵及齡男子兵籍調查統計表,臺中市政府民政局,台中市政府,,,0,1,11,年次、教育程度、人數,2018-06-28
106,臺中市104年10-12月役男驗退停訓處理人數統計表,臺中市政府民政局,台中市政府,,,0,0,5,年、月、鄉鎮市區、徵集人數、驗退、停訓人數、驗退停訓病名五官、驗退停訓病名視力、驗退停訓病名一般、驗退停訓病名內科、驗退停訓病名外科、驗退停訓病名精神、驗退停訓病名其他、複檢結果常備役、複檢結果替代役、複檢結果免役、複檢結果體位未定、複檢結果未到、複檢結果未判、複檢結果其他\r\n,2018-06-29
107,臺中市105年1-12月役男徵兵檢查人數統計表,臺中市政府民政局,台中市政府,,,132,0,4,年、月、年次、檢查人數、常備役體位暨常甲、常備役乙等、替代役體位暨替甲、替代役乙等、免役體位、體位未定、專科檢查、身心障礙書面審核、役男體檢住所檢查、役男體檢重點檢查、重大傷病書面審核、在學緩徵、報考大專、現役軍警、因案緩徵、出境、僑民役男、其他\r\n,2018-06-29
108,臺中市各新兵訓練中心郵政信箱及連絡電話,臺中市政府民政局,台中市政府,,,30,1,7,單位番號、駐地、郵政信箱、總機外線\r\n\r\n,2018-06-29
109,臺中市104年10-12月徵集人數統計表,臺中市政府民政局,台中市政府,,,0,1,5,年、月、項目、一般教育程度常備兵：陸軍、一般教育程度常備兵：海軍－艦艇兵、一般教育程度常備兵：海軍－陸戰隊、一般教育程度常備兵：空軍、一般教育程度常備兵：憲兵、大專畢業程度常備兵：陸軍、大專畢業程度常備兵：海軍－艦艇兵、大專畢業程度常備兵：海軍－陸戰隊、大專畢業程度常備兵：空軍、大專畢業程度常備兵：憲兵、補充兵、預官預士\r\n,2018-06-29
110,臺中市105年1-12月役男申請複檢案件統計,臺中市政府民政局,台中市政府,,,0,0,7,年、月、複檢醫院、公費人數、自費人數,2018-07-13
111,臺中市國小學區劃分表(103學年度),臺中市政府教育局,台中市政府,,,0,0,2,學校名稱、學區範圍,2018-05-07
112,臺中市國小學區劃分表(104學年度),臺中市政府教育局,台中市政府,,,0,1,4,學校名稱、學區範圍,2018-05-07
113,臺中市市立國小班級（人）數一覽表(103學年度),臺中市政府教育局,台中市政府,,,0,0,4,學校名稱、班級數、人數,2018-05-07
114,臺中市市立國小班級（人）數一覽表(104學年度),臺中市政府教育局,台中市政府,,,0,0,3,學校名稱、班級數、人數,2018-05-07
115,臺中市主要犯罪場所－嫌疑犯,臺中市政府警察局,台中市政府,,,0,7,21,類別、總計、總計1、住宅區、住宅區1、市街商店、市街商店1、特殊營業場所、特殊營業場所1、交通場所、交通場所1、機關文教衛生公益、機關文教衛生公益1、金融保險證券機構、金融保險證券機構1、工礦廠場及倉庫、金融保險證券機構2、工礦廠場及倉庫1、工礦廠場及倉庫2、其他、其他1,2018-05-07
116,臺中市查獲毒品案件－月別,臺中市政府警察局,台中市政府,,,0,1,11,"表號,表名,統計科目代碼,統計科目名稱,資料日期,地區代碼,地區名稱,週期代碼,週期名稱,複分類一,複分類一名稱,複分類二,複分類二名稱,複分類三,複分類三名稱,複分類四,複分類四名稱,複分類五,複分類五名稱,衍生項目代碼,衍生項目說明,數值資料,文字符號,製表機關單位,製表機關名稱,建立時間,修改時間",2018-05-07
117,臺中市主要犯罪場所－被害人,臺中市政府警察局,台中市政府,,,0,0,12,類別、總計、總計1、住宅區、住宅區1、市街商店、市街商店1、特殊營業場所、特殊營業場所1、交通場所、交通場所1、機關文教衛生公益、機關文教衛生公益1、金融保險證券機構、金融保險證券機構1、工礦廠場及倉庫、金融保險證券機構2、工礦廠場及倉庫1、工礦廠場及倉庫2、其他、其他1,2018-05-07
