編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
14,桃園市公布違反性別工作平等法事業單位,勞動局,桃園市政府,,,,686,403,編號(編號)、事業單位名稱(事業單位名稱)、代表人(代表人)、違反法令條(違反法令條)、違反法規內容(違反法規內容)、處分書文號(處分書文號)、處分日期(處分日期),
15,105年度楊梅區新舊地號對照資料,地政局,桃園市政府,,,,390,680,舊地號行政區(舊地號行政區)、新地號行政區(新地號行政區)、舊地段名稱(舊地段名稱)、新地段名稱(新地段名稱)、舊地號(舊地號)、新地號(新地號),
16,空氣品質監測月報表,環境保護局,桃園市政府,,,,2053,282,"""1.人工監測站月報表：測站名稱、測站編號、總懸浮微粒監測起迄時間、總懸浮微粒監測時間天氣、總懸浮微粒監測結果、總懸浮微粒氯鹽含量、總懸浮微粒硝酸鹽含                                  量、總懸浮微粒硫酸鹽含量、總懸浮微粒鉛含量、落塵量監測起迄時間、落塵量監測結果、落塵水pH值、落塵水導電度2.自動監測站月報表：監測項目時間、NO(一氧化氮)、NO2(二氧化氮)、NOX(氮氧化物)、SO2(二氧化硫)、CO(一氧化碳)、O3(臭氧)、CH4(甲烷)、NMHC(非甲烷碳                                  氫化合物)、THC(總碳氫化合物)、PM2.5(細懸浮微粒)、PM10(懸浮微粒)""",
17,桃園市失業率按教育程度別分-高中(職),主計處,桃園市政府,,,,59,109,年別(年別)、男性(男性)、女性(女性),
18,資訊可變標誌 設備資訊,交通局,桃園市政府,,,,361,1965,UpdateTime(資料更新時間)、DeviceId(設備編號)、DeviceKind(設備種類)、Attribute(設備屬性)、Location(設備位置描述)、Direction(顯示方向)、WgsX(WGS座標系統X座標)、WgsY(WGS座標系統Y座標),
19,桃園市政府消防局救災救護指揮中心受理行動電話量統計,消防局,桃園市政府,,,,55,198,年度(民國紀年統計年度。)、總來話次數_次(當年度受理行動電話總來話次數。)、總談話時間_小時(當年度受理行動電話總通話時間，單位為小時。)、總談話時間_分(當年度受理行動電話總通話時間，單位為分。)、總談話時間_秒(當年度受理行動電話總通話時間，單位為秒。),
20,桃園市其他天然災害出動救災裝備,消防局,桃園市政府,,,,66,168,區域(桃園市十三個行政區)、出動救災裝備_車輛(出動救災裝備，分為車輛_船艇_直升機_其他。)、出動救災裝備_船艇(出動救災裝備，分為車輛_船艇_直升機_其他。)、出動救災裝備_直升機(出動救災裝備，分為車輛_船艇_直升機_其他。)、出動救災裝備_其他(出動救災裝備，分為車輛_船艇_直升機_其他。),
21,桃園市各都市計畫區土地使用發展現況統計表,都市發展局,桃園市政府,,,,585,570,都市計畫名稱(都市計畫名稱)、都市計畫區面積(都市計畫區面積)、都市發展用地總計計畫面積公頃(都市發展用地總計計畫面積公頃)、都市發展用地總計比例百分比(都市發展用地總計比例百分比)、都市發展用地住宅區計畫面積公頃(都市發展用地住宅區計畫面積公頃)、都市發展用地住宅區比例百分比(都市發展用地住宅區比例百分比)、都市發展用地商業區計畫面積公頃(都市發展用地商業區計畫面積公頃)、都市發展用地商業區比例百分比(都市發展用地商業區比例百分比)、都市發展用地工業區計畫面積公頃(都市發展用地工業區計畫面積公頃)、都市發展用地工業區比例百分比(都市發展用地工業區比例百分比)、都市發展用地其他分區計畫面積公頃(都市發展用地其他分區計畫面積公頃)、都市發展用地其他分區比例百分比(都市發展用地其他分區比例百分比)、都市發展用地公共設施用地計畫面積公頃(都市發展用地公共設施用地計畫面積公頃)、都市發展用地公共設施用地比例百分比(都市發展用地公共設施用地比例百分比)、非都市發展用地計畫面積公頃(非都市發展用地計畫面積公頃)、非都市發展用地比例百分比(非都市發展用地比例百分比),
22,2016台灣燈會官網Google Analytics分析資料,研究發展考核委員會,桃園市政府,,,,2637,927,"""時間索引,日期範圍,區隔(所有使用者、行動裝置流量、平板電腦和桌上型電腦流量),量化指標(新工作階段%、工作階段、平均工作階段時間長度、使用者、單次工作階段頁數、跳出率、瀏覽量)""",
23,桃園市平均每戶家庭收支-支出 (91~97年),主計處,桃園市政府,,,,151,843,年別(年別)、經常性支出總計(經常性支出總計)、消費支出(消費支出 )、食品_合計(食品_合計 )、食品_主食品(食品_主食品 )、食品_副食(食品_副食 )、食品_乳酪類(食品_乳酪類 )、食品_水果(食品_水果 )、食品_其他食品(食品_其他食品)、食品_婚生壽慶喪祭宴費(食品_婚生壽慶喪祭宴費 )、食品_在外伙食費(食品_在外伙食費)、飲料費_合計(飲料費_合計 )、飲料費_非酒精性(飲料費_非酒精性 )、飲料費_酒精性(飲料費_酒精性)、菸草(菸草 )、衣類及個人穿著_合計(衣類及個人穿著_合計 )、衣類及個人穿著_衣著類(衣類及個人穿著_衣著類 )、衣類及個人穿著_鞋襪類(衣類及個人穿著_鞋襪類 )、房租及水費_合計(房租及水費_合計 )、房租及水費_房地租_實付(房租及水費_房地租_實付 )、房租及水費_房地租_設算(房租及水費_房地租_設算 )、房租及水費_住宅裝修費及保險費(房租及水費_住宅裝修費及保險費 )、房租及水費_水費(房租及水費_水費)、燃料及燈光_合計(燃料及燈光_合計)、燃料及燈光_電費(燃料及燈光_電費 )、燃料及燈光_氣體燃料(燃料及燈光_氣體燃料 )、燃料及燈光_其他燃料(燃料及燈光_其他燃料 )、家具及家庭設備_合計(家具及家庭設備_合計 )、家具及家庭設備_家具設備(家具及家庭設備_家具設備)、家具及家庭設備_家用紡織類用品(家具及家庭設備_家用紡織類用品)、家具及家庭設備_廳廚房浴室耐久設備(家具及家庭設備_廳廚房浴室耐久設備)、家具及家庭設備_家庭其他用具(家具及家庭設備_家庭其他用具)、家事管理及服務(家事管理及服務)、保健及醫療藥品(保健及醫療藥品)、交通運輸與通訊(交通運輸與通訊)、娛樂及教育文化_合計(娛樂及教育文化_合計)、娛樂及教育文化_旅遊費用(娛樂及教育文化_旅遊費用)、娛樂及教育文化_娛樂消遣服務(娛樂及教育文化_娛樂消遣服務 )、娛樂及教育文化_書報雜誌文具(娛樂及教育文化_書報雜誌文具)、娛樂及教育文化_消遣康樂器材及其附屬品(娛樂及教育文化_消遣康樂器材及其附屬品 )、娛樂及教育文化_教育文化與研究費支出(娛樂及教育文化_教育文化與研究費支出)、其他雜項_合計(其他雜項_合計 )、其他雜項_不屬前述各類之其他財貨(其他雜項_不屬前述各類之其他財貨)、其他雜項_人身保養及整潔(其他雜項_人身保養及整潔)、其他雜項_理髮沐浴(其他雜項_理髮沐浴)、其他雜項_餐館舞廳等場所食品飲料菸酒(其他雜項_餐館舞廳等場所食品飲料菸酒)、其他雜項_婚生壽慶喪祭不包括食品費(其他雜項_婚生壽慶喪祭不包括食品費)、其他雜項_其他雜項費用含金融服務(其他雜項_其他雜項費用含金融服務)、非消費支出(非消費支出)、利息支出(利息支出)、賦稅支出_合計(賦稅支出_合計 )、賦稅支出_所得稅(賦稅支出_所得稅)、賦稅支出_其他賦稅(賦稅支出_其他賦稅)、捐贈及其他移轉支出_合計(捐贈及其他移轉支出_合計)、捐贈及其他移轉支出_對私人(捐贈及其他移轉支出_對私人)、捐贈及其他移轉支出_對政府(捐贈及其他移轉支出_對政府)、捐贈及其他移轉支出_對企業(捐贈及其他移轉支出_對企業)、捐贈及其他移轉支出_對國外(捐贈及其他移轉支出_對國外)、儲蓄(儲蓄 ),
24,桃園市合法不動產經紀業業者名冊,地政局,桃園市政府,,,,443,544,登錄號碼(登錄號碼)、經紀業名稱(經紀業名稱)、許可日期1(許可日期1)、設立備查日期(設立備查日期)、地址(地址)、加盟經營_加盟公司名稱(加盟經營_加盟公司名稱)、組織型態(組織型態)、營業項目_不動產仲介經紀業(營業項目_不動產仲介經紀業)、營業項目_不動產代銷經紀業(營業項目_不動產代銷經紀業)、經營國外不動產仲介或代銷業務(經營國外不動產仲介或代銷業務)、負責人姓名(負責人姓名)、加入公會名稱1(加入公會名稱1)、加入公會名稱2(加入公會名稱2),
25,102年桃園市各項稅捐實徵淨額與預算數及上年同期比較-累計數,地方稅務局,桃園市政府,,,,342,1032,稅目別(稅目別)、截至本月底止累計實徵數_合計(截至本月底止累計實徵數_合計)、截至本月底止累計實徵數_本年度(截至本月底止累計實徵數_本年度)、截至本月底止累計實徵數_以前年度(截至本月底止累計實徵數_以前年度)、截至本月底止累計退還以前年度歲入款(截至本月底止累計退還以前年度歲入款)、截至本月底止累計實徵淨額(截至本月底止累計實徵淨額)、累計實徵淨額與全年預算數比較(累計實徵淨額與全年預算數比較)、百分比1(百分比1)、累計實徵淨額與同期分配預算數比較(累計實徵淨額與同期分配預算數比較)、百分比2(百分比2)、累計實徵淨額與上年同期比較(累計實徵淨額與上年同期比較)、增減百分比(增減百分比),
26,桃園市客家文化館收費標準表(演藝廳及視聽簡報室),客家事務局,桃園市政府,,,,68,151,場地別(場地別)、時段(時段)、時間(時間)、場地使用費_平日_每時段(場地使用費_平日_每時段)、場地使用費_假日_每時段(場地使用費_假日_每時段)、空調燈光清潔費(空調燈光清潔費)、設備費_鋼琴_每時段(設備費_鋼琴_每時段)、設備費_音響反射板_每時段(設備費_音響反射板_每時段)、設備費_單槍投影設備_每時段(設備費_單槍投影設備_每時段)、外加接電費_每時段(保證金)、保證金(保證金),
27,桃園市都市計畫私有公共設施保留地與公有非公用土地交換辦法統計,都市發展局,桃園市政府,,,,403,321,年度、公告之公有非公用土地交換標的件數(件)、公告之公有非公用土地交換標的面積(㎡)、公告之公有非公用土地交換標的總價(千元)、完成交換之公有非公用土地標的件數(件)、完成交換之公有非公用土地標的面積(㎡)、完成交換之公有非公用土地標的總價(千元)、取得之私有公共設施保留地總面積(㎡) 、取得之私有公共設施保留地總價(千元) ,
28,桃園市A1及A2類道路交通事故件數－按肇事車種別,警察局,桃園市政府,,,,272,807,year(年度)、breau(轄區)、car_type(肇事車種)、count(件數),
29,桃園市105年旅遊服務中心旅客諮詢人次及臨櫃人次,觀光旅遊局,桃園市政府,,,,90,199,旅服中心(名稱)、諮詢人次(人次)、臨櫃人次(人次),
30,中壢三七五租約資料,地政局,桃園市政府,,,,245,179,行政區(行政區)、段名(段名)、地號(地號),
31,桃園市政府機關通訊錄API,研究發展考核委員會,桃園市政府,,,,2563,1227,"""""""lat"""":緯度""""englishtitle"""":英文名稱""""chinesetitle"""":中文名稱 """"address"""": 地址""""fax"""": 傳真""""email"""": 電子郵件""""lng"""": 經度""""tel"""": 電話""""website"""": 網址""",
32,桃園市房屋標準單價表(31樓以上)-104.7.1以後建造完成,地方稅務局,桃園市政府,,,,408,406,總層數(總層數)、鋼骨造_鋼骨混凝土造_鋼骨鋼筋混凝土造_第一類(鋼骨混凝土造_鋼骨鋼筋混凝土造_第一類)、鋼骨造_鋼骨混凝土造_鋼骨鋼筋混凝土造_第二類(鋼骨混凝土造_鋼骨鋼筋混凝土造_第二類)、鋼骨造_鋼骨混凝土造_鋼骨鋼筋混凝土造_第三類(鋼骨混凝土造_鋼骨鋼筋混凝土造_第三類)、鋼骨造_鋼骨混凝土造_鋼骨鋼筋混凝土造_第四類(鋼骨混凝土造_鋼骨鋼筋混凝土造_第四類)、鋼筋混凝土造_預鑄混凝土造_第一類(鋼筋混凝土造_預鑄混凝土造_第一類)、鋼筋混凝土造_預鑄混凝土造_第二類(鋼筋混凝土造_預鑄混凝土造_第二類)、鋼筋混凝土造_預鑄混凝土造_第三類(鋼筋混凝土造_預鑄混凝土造_第三類)、鋼筋混凝土造_預鑄混凝土造_第四類(鋼筋混凝土造_預鑄混凝土造_第四類),
33,桃園市13區衛生所(含診療科別),衛生局,桃園市政府,,,,93,303,機構名稱(機構名稱)、市(市)、區(區)、地址(地址)、電話(電話)、診療科別1(診療科別1)、診療科別2(診療科別2),
34,桃園市政府建築管理處職員學歷統計報表,都市發展局,桃園市政府,,,,361,344,合計(合計)、小計(小計)、研究院(所)(研究院所)、大學(大學)、專科(專科)、高中(職)(含師範)(高中職含師範)、國(初)中以下及其他(國初中以下及其他)、備註(備註),
35,桃園市104年A1道路交通事故-第一當事者車輛用途,警察局,桃園市政府,,,,234,148,breau(分局轄區)、car_type(車輛用途)、year(年度)、count(發生件數)、dead(死亡人數)、hurt(受傷人數),
36,桃園市104年A2道路交通事故-道路型態統計,警察局,桃園市政府,,,,228,137,breau(分局轄區)、road_type(道路型態)、year(年度)、count(發生件數),
37,桃園市政府都市發展局104年度採購招標案件一覽表,都市發展局,桃園市政府,,,,403,297,"""項次	分類	標案案號	採購案名	招標方式	公告日期	截止投標	預算金額""",
38,桃園市105年A2道路交通事故-駕駛人年齡分布統計,警察局,桃園市政府,,,,242,150,age(年齡區間)、year(年度)、p_count(人數),
39,灌溉埤塘座標資料,研究發展考核委員會,桃園市政府,,,,178,189,編號，所轄工作站，構造物名稱，所在鄉鎮，座標,
40,105年度龜山區新舊建號對照資料,地政局,桃園市政府,,,,387,576,舊建號行政區(舊建號行政區)、新建號行政區(新建號行政區)、舊地段名稱(舊地段名稱)、新地段名稱(新地段名稱)、舊建號(舊建號)、新建號(新建號),
41,105年度中壢區新舊建號對照資料,地政局,桃園市政府,,,,381,734,舊建號行政區(舊建號行政區)、新建號行政區(新建號行政區)、舊地段名稱(舊地段名稱)、新地段名稱(新地段名稱)、舊建號(舊建號)、新建號(新建號),
42,桃園捷運營運路線車站基本資料,桃園捷運公司,桃園市政府,,,,539,295,StationOfRouteList(營運路線車站基本資料)、UpdateTime(更新日期時間)、StationOfRoutes(營運路線車站資訊)、StationOfRoute(營運路線車站資料)、LineNo(營運路線所屬之路線編號)、LineID(營運路線所屬之路線代碼)、RouteID(營運路線代碼)、RouteName(營運路線名稱)、Direction(營運路線方向描述)、Stations(營運路線車站資訊)、Station(營運路線車站資料)、Sequence(站序)、StationID(車站代碼)、StationName(車站名稱)、CumulativeDistance(已累積之公里里程距離),
43,桃園市政府辦理土地及建物代為標售價金保管款清冊,地政局,桃園市政府,,,,520,522,鄉鎮市區(鄉鎮市區)、段(段)、小段(小段)、地-建號(地-建號)、面積(面積)、權利範圍分子(權利範圍分子)、權利範圍分母(權利範圍分母)、土地-建物所有權人姓名(土地-建物所有權人姓名)、土地-建物所有權人住址(土地-建物所有權人住址)、保管款金額_元(保管款金額_元)、保管字號(保管字號)、備註(備註),
44,桃園航空城計畫機場園區第4場預備聽證會議實錄,地政局,桃園市政府,,,,1278,398,桃園航空城計畫機場園區第4場預備聽證會議實錄,
45,桃園航空城計畫機場園區第5場預備聽證會議實錄,地政局,桃園市政府,,,,2527,528,桃園航空城計畫機場園區第5場預備聽證會議實錄,
46,航空城都市計畫土地使用計畫面積表,都市發展局,桃園市政府,,,,381,352,項目(項目)、第一種住宅區(第一種住宅區)、第一之一種住宅區(第一之一種住宅區)、第二種住宅區(第二種住宅區)、第三種住宅區(第三種住宅區)、第四種住宅區(第四種住宅區)、第五種住宅區(第五種住宅區)、第五種住宅區_供安置住宅使用(第五種住宅區_供安置住宅使用)、第五種住宅區_合宜住宅使用(第五種住宅區_合宜住宅使用)、第一種商業區(第一種商業區)、第二種商業區(第二種商業區)、第三種商業區(第三種商業區)、第四種商業區(第四種商業區)、乙種工業區(乙種工業區)、零星工業區(零星工業區)、機場專用區(機場專用區)、機場專用區_兼供道路使用(機場專用區_兼供道路使用)、機場專用區_兼供廣場使用(機場專用區_兼供廣場使用)、第一種自由貿易港專用區(第一種自由貿易港專用區)、第二種自由貿易港專用區(第二種自由貿易港專用區)、第一種產業專用區(第一種產業專用區)、第二種產業專用區(第二種產業專用區)、第二之一種產業專用區(第二之一種產業專用區)、第三種產業專用區(第三種產業專用區)、第四種產業專用區(第四種產業專用區)、車站專用區(車站專用區)、宗教專用區(宗教專用區)、電信專用區(電信專用區)、瓦斯事業專用區(瓦斯事業專用區)、加油站專用區(加油站專用區)、埤塘專用區(埤塘專用區)、灌溉設施專用區(灌溉設施專用區)、農業專用區(農業專用區)、河川區(河川區)、河川區_兼供機場專用區使用(河川區_兼供機場專用區使用)、河川區_兼供捷運系統使用(河川區_兼供捷運系統使用)、河川區_兼供高速公路使用(河川區_兼供高速公路使用)、河川區_兼供園林道路使用(河川區_兼供園林道路使用)、河川區_兼供道路使用(河川區_兼供道路使用)、公園用地(公園用地)、綠地用地(綠地用地)、廣場用地(廣場用地)、停車場用地(停車場用地)、文小用地(文小用地)、文中小用地(文中小用地)、文高用地(文高用地)、機關用地(機關用地)、污水處理廠用地(污水處理廠用地)、變電所用地(變電所用地)、電路鐵塔用地(電路鐵塔用地)、捷運系統用地(捷運系統用地)、捷運系統用地_兼供園林道路使用(捷運系統用地_兼供園林道路使用)、捷運系統用地_兼供道路使用(捷運系統用地_兼供道路使用)、高速公路用地(高速公路用地)、高速公路用地_兼供捷運系統使用(高速公路用地_兼供捷運系統使用)、高速公路用地_兼供園林道路使用(高速公路用地_兼供園林道路使用)、高速公路用地_兼供道路使用(高速公路用地_兼供道路使用)、園林道路用地(園林道路用地)、道路用地(道路用地),
47,桃園市高榮野生動物保護區,農業局,桃園市政府,,,,82,291,位置(楊梅區)、公告面積(1.11),
48,桃園市政府警察局路口監視器,警察局,桃園市政府,,,,3122,5299,camera_type(建置方式為自建或租賃)、breau(管轄分局)、address(建置地址),
49,桃園市各項稅收稽徵人力(101年),地方稅務局,桃園市政府,,,,9,33,項目(項目)、細目(細目)、稅目(稅目)、合計(合計)、地價稅(地價稅)、土地增值稅(土地增值稅)、房屋稅(房屋稅)、使用牌照稅(使用牌照稅)、契稅(契稅)、印花稅(印花稅)、娛樂稅(娛樂稅),
50,桃園市會議室、簡報室及宿舍收費標準表,體育局,桃園市政府,,,,527,1856,收費項目_場地(收費項目_場地)、第一會議室(第一會議室)、第二會議室(第二會議室)、第三會議室(第三會議室)、簡報室(簡報室)、宿舍(宿舍),
51,桃園市都市計畫面積及人口,都市發展局,桃園市政府,,,,554,462,都市計畫區別(都市計畫區別)、公園(公園)、綠地(綠地)、廣場(廣場)、兒童遊樂場(兒童遊樂場)、體育場(體育場)、道路及人行步道(道路及人行步道)、停車場(停車場)、加油站(加油站)、市場(市場)、學校(學校)、社教機構(社教機構)、醫療衛生(醫療衛生)、機關(機關)、墓地(墓地)、變電所及電力事業用地(變電所及電力事業用地)、郵件及電信用地(郵件及電信用地)、民用航空站及機場(民用航空站及機場)、溝渠河道(溝渠河道)、港埠(港埠)、捷運系統交通車站鐵路(捷運系統交通車站鐵路)、環保設施(環保設施)、其他(其他)、總計(總計),
52,桃園市105年A1道路交通事故-受傷年齡與行動狀態統計,警察局,桃園市政府,,,,243,144,age(年齡區間)、status_class(車輛或行人)、status_type(行動狀態)、year(年度)、count(發生件數),
53,桃園市防火管理人專業機構通訊錄,消防局,桃園市政府,,,,227,113,名稱(防火管理人專業機構名稱)、郵遞區號(防火管理人專業機構地址之郵遞區號)、地址(防火管理人專業機構所在地址)、電話(防火管理人專業機構聯絡電話)、傳真(防火管理人專業機構傳真號碼)、電子信箱(防火管理人專業機構電子信箱)、網址(防火管理人專業機構網址)、承辦人(防火管理人專業機構承辦人),
54,事業廢棄物公告再利用機構列表,環境保護局,桃園市政府,,,,107,79,申請機構(機構名稱)、管制編號(機構管制編號)、機構電話(機構電話)、機構地址(機構地址)、批發零售業(是否為批發零售業)、再利用廢棄物(檢核通過之再利用廢棄物種類),
55,2017第一屆桃園盃全國社區慢速壘球錦標賽,體育局,桃園市政府,,,,56,103,活動內容(活動內容)、地點(地點)、比賽時間(比賽時間)、賽事獎勵(賽事獎勵),
56,桃園市政府地方稅務局101年稅務秘書執行成果表,地方稅務局,桃園市政府,,,,384,704,科室(科室)、親臨里長辦公室(親臨里長辦公室)、下鄉服務(下鄉服務)、電話服務次數(電話服務次數)、網路服務次數(網路服務次數)、宣導諮詢服務人數(宣導諮詢服務人數)、受理案件數(受理案件數),
57,桃園市政府地方稅務局103年度歲入決算表,地方稅務局,桃園市政府,,,,385,563,名稱(名稱)、決算數(決算數),
58,100年桃園市土地公告現值-楊梅,地政局,桃園市政府,,,,115,70,行政區(行政區名稱)、段小段(地段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),
59,107年公告地價及公告現值－觀音區,地政局,桃園市政府,,,,122,93,行政區(行政區名稱)、段小段(段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),
60,107年公告地價及公告現值－楊梅區,地政局,桃園市政府,,,,166,85,行政區(行政區名稱)、段小段(段名稱)、地號(地號)、公告現值(元/平方公尺)、公告地價(元/平方公尺),
61,桃園市104年A1道路交通事故-未滿14歲兒童統計,警察局,桃園市政府,,,,210,148,status_class(行動類別)、status_type(行動型態)、year(年度)、count(發生件數)、dead(死亡人數)、hurt(受傷人數),
62,商業異動_本月各行業別增減資家數,經濟發展局,桃園市政府,,,,18,58,行業別(商業登記歸類之行業別明細)、增資家數(本月底本市各行業別商業增資登記家數)、減資家數(本月底本市各行業別商業減資登記家數),
63,104年度桃園市都市設計審議委員第2審議會全年審議結果數,都市發展局,桃園市政府,,,,395,414,開會次數(開會次數)、通過件數(通過件數)、未通過件數(未通過件數),
64,旅行時間偵測站 站間平均旅行時間,交通局,桃園市政府,,,,586,2045,UpdateTime(資料更新時間)、DeviceFrom(上游偵測站編號)、DeviceTo(下游偵測編號)、VehicleType(車種)、TravelTime(平均旅行時間)、Volume(流量),
65,桃園市104年A2道路交通事故-車種別統計,警察局,桃園市政府,,,,232,136,breau(分局轄區)、car_type(車種別)、year(年度)、count(發生件數),
66,桃園市財團法人教會堂及基金會名冊,民政局,桃園市政府,,,,103,647,編號(編號)、財團法人名稱(財團法人名稱)、住址(住址)、電話(電話)、負責人(負責人)、設立許可日期(設立許可日期),
67,桃園市總預算歲出機關別預算比較總表,主計處,桃園市政府,,,,137,179,款(款)、科目名稱(科目名稱)、本年度預算數_千元(本年度預算數_千元)、上年度預算數_千元(上年度預算數_千元)、前年度決算數_千元(前年度決算數_千元)、本年度與上年度比較_千元(本年度與上年度比較_千元),
68,2016台灣燈會臨時公有停車場座標,研究發展考核委員會,桃園市政府,,,,114,85,停車場名稱、經度、緯度,
69,桃園市政府消防局年度消防大事記,消防局,桃園市政府,,,,77,148,日期(事件日期，以民國紀年)、大事記(大事記內容說明),
70,106年6月直轄市稅捐徵收(按稅目)比較表,地方稅務局,桃園市政府,,,,107,48,稅目(稅目)、台北市(台北市)、新北市(新北市)、桃園市(桃園市)、台中市(台中市)、台南市(台南市)、高雄市(高雄市)、其他縣市(其他縣市)、總計(總計),
71,桃園市內觀光夜市,經濟發展局,桃園市政府,,,,487,1018,鄉鎮市區(中壢區)、夜市名稱(中壢觀光夜市)、經營主體(公營)、設立屬性(政府列管)、營業週期(每日)、營業地點(中壢區新明路至中央西路二段119巷)、管理員聯絡電話(03-4271801#2203)、自理組織名稱(中壢區觀光夜市管理委員會)、攤鋪位合計數(477)、夜市介紹(中壢觀光夜市全年無休，交通方便且空間規劃良好，具有發展成為品牌化觀光夜市之規模。攤商產品組合多元，吃，喝，玩，服飾俱全，可逛，好買，趣味與熱鬧人潮是特色，屢次受旅遊書籍推薦，是值得一逛再逛的美食夜市。此外，配合環保政策，裝設靜電式除油煙機防止空氣污染，使用省電燈具並積極推動環保餐具之使用。)、特色說明(1.廣納台灣道地美食，平價實惠深受消費者的喜愛，全年無休。 2.攤位種類齊全，入口特色牌樓及空間規劃完善。 3.專屬市場網站內容豐富且容易搜尋，具e化行銷優勢。 4.提供自備餐具折扣，並全面換裝LED燈及推動廚餘，資源回收工作。),
72,桃園市政府地方稅務局106年度歲入預算表,地方稅務局,桃園市政府,,,,218,106,名稱(名稱)、年度預算數(單位：千元)(年度預算數 單位:千元),
73,區公所回饋金相關計畫-海湖發電廠,經濟發展局,桃園市政府,,,,37,70,公司名稱、年度、經費來源、額度_元、分配單位、執行單位、用途、執行結果,
