編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
19,嘉義市殯葬管理所每月示範公墓使用資料,嘉義市政府,嘉義市政府,,,,,,"DateOfApplication(申請日期),DateOfEntry(埋葬日期),DeadSex(性別),DeadName(亡者姓名),DeadNativePlace(亡者戶籍地),DateOfBirth(亡者出生日期),DateOfDead(亡者死亡日期)",
20,嘉義市固定式違規照相設備位置,嘉義市政府警察局,嘉義市政府,,,19,,,"編號,設置地點,設備型式,速限,坐標(經度),坐標(緯度)",
21,嘉義市西區106年1至12月各里人口數,嘉義市西區戶政事務所,嘉義市政府,,,,,,"村里 ,鄰數 ,戶數 ,男 ,女,人數合計",
22,流感抗病毒藥劑合約醫療機構名單,嘉義市政府衛生局,嘉義市政府,,,81,,,"區別, 醫療機構名稱, 地址, 經度, 緯度, 電話",
23,嘉義市不動產經紀業,嘉義市政府,嘉義市政府,,,,,,"編號,公司名稱,聯絡電話,地址",
24,嘉義市合格地政士,嘉義市政府,嘉義市政府,,,,,,"姓名,電話,傳真,行動電話,證書字號,開業證書字號,執照有效期限,事務所名稱,事務所地址",
25,嘉義市歷年土地徵收案件表,嘉義市政府,嘉義市政府,,,600,,,徵收案名；年度,
26,嘉義市觀光旅遊網－特色旅遊景點,嘉義市政府交通觀光處,嘉義市政府,,,60,,,"Id(景點編號),Name(名稱),Zone(景區編號),Toldescribe(詳細介紹),Description(簡介),Tel(電話),Add(地址),Zipcode(郵遞區號),Travellinginfo(交通方式),Opentime(開放時間),Picture1(照片網址1),Picdescribe1(照片說明1),Picture2(照片網址2),Picdescribe2(照片網說明2),Picture3(照片網址3),Picdescribe3(照片說明3),Map(地圖網址),Gov(權責機關代碼),Px(X坐標),Py(Y坐標),Orgclass(分類說明),Class1(分類代碼1),Class2(分類代碼2),Class3(分類代碼3),Level(古蹟分級),Website(網址),Parkinginfo(停車資訊),Parkinginfo_px(停車場X坐標),Parkinginfo_py(停車場Y坐標),Ticketinfo(售票資訊),Remarks(注意事項),Keyword(關鍵字),Changetime(最後更新時間)",
27,嘉義市觀光旅遊網－特色美食店家,嘉義市政府交通觀光處,嘉義市政府,,,150,,,"Id(編號),Name(店家名稱),Description(店家簡述),Add(地址),Zipcode(郵遞區號),Tel(電話),Opentime(營業時間),Website(店家網站連結),Picture1(照片1網址),Picdescribe1(照片1說明),Picture2(照片2網址),Picdescribe2(照片2說明),Picture3(照片3網址),Picdescribe3(照片3說明),Px(x坐標),Py(y坐標),Class(店家分類代碼),Map(地圖網址),Parkinginfo(停車資訊),Changetime(最後更新時間)",
28,嘉義市政府歲入來源別預算總表,嘉義市政府財政稅務局,嘉義市政府,,,,,,"款,項,名稱,經常門(千元),資本門(千元),合計(千元)",
29,流感疫苗接種合約醫療機構名單,嘉義市政府衛生局,嘉義市政府,,,69,,,"醫療院所名稱,區別,地址,聯絡人電話,經緯度",
30,嘉義市社會福利慈善事業基金會名冊,嘉義市政府社會處,嘉義市政府,,,17,,,"主管機關,單位名稱,成立日期,董事長,連絡人,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
31,嘉義市里集會所,嘉義市政府,嘉義市政府,,,5,,,"主管機關,場地名稱,開放時段,收費情形,會場管理人,會場地址,聯絡人,連絡電話,會場可容納人數,X坐標,Y坐標,備註,最後更新時間",
32,嘉義市社區發展協會名冊,嘉義市政府社會處,嘉義市政府,,,78,,,"主管機關,辦理單位,成立日期,立案文號,理事長,總幹事,協會名稱,服務項目,聯絡電話,傳真,協會地址,X坐標,Y坐標,備註,最後更新時間",
33,嘉義市社區活動中心,嘉義市政府社會處,嘉義市政府,,,14,,,"主管機關,辦理單位,成立日期,連絡電話,傳真,地址,X坐標,Y坐標,備註,最後更新時間",
34,嘉義市環保志工小隊,嘉義市政府環保局,嘉義市政府,,,62,,,"編號,志工小隊別,小隊長,認養清掃區域",
35,嘉義市歷年退稅方式統計表,嘉義市政府財政稅務局,嘉義市政府,,,6,,,"年度,直撥退稅件數,直撥退稅金額,支票退稅件數,支票退稅金額,現金退稅件數,現金退稅金額",
36,嘉義市戒毒戒治場所,嘉義市政府,嘉義市政府,,,5,,,"類別,機構名稱,地址,緯度,經度,電話,網址,服務項目,服務時間,管理單位,執行單位,備註",
37,嘉義市106年第2季身心障礙人數(報表一),嘉義市政府社會處,嘉義市政府,,,,,,"新舊制,等級,障別,男女",
38,嘉義市高風險家庭關懷輔導處遇服務提供單位,嘉義市政府社會處,嘉義市政府,,,3,,,"主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
39,嘉義市長期照顧喘息服務單位,嘉義市政府,嘉義市政府,,,12,,,"單位名稱,服務內容,聯絡電話,地址",
40,嘉義市護理之家名單,嘉義市政府衛生局,嘉義市政府,,,33,,,"性質,主管機關,場所名稱,立案時間,負責人,連絡電話,傳真,地址,許可床數,開業床數,相關網站,X坐標,Y坐標,備註,最後更新時間",
41,嘉義市新住民家庭服務中心,嘉義市政府社會處,嘉義市政府,,,1,,,"性質,主管機關,辦理單位,成立日期,負責人,連絡電話,傳真,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
42,嘉義市提供老人共餐服務地點,嘉義市政府社會處,嘉義市政府,,,9,,,"主管機關,辦理單位,成立日期,據點名稱,電話,傳真,共餐地址,共餐時間,相關網站,X坐標,Y坐標,備註,最後更新時間",
43,嘉義市高齡友善藥局,嘉義市政府社會處,嘉義市政府,,,50,,,"性質,主管機關,辦理單位,連絡電話,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
44,嘉義市老人日間照顧中心,嘉義市政府社會處,嘉義市政府,,,5,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,可服務人數,相關網站,X坐標,Y坐標,備註,最後更新時間",
45,來嘉友善心餐廳名單,嘉義市政府,嘉義市政府,,,20,,,"餐廳名稱,餐廳簡介,特色美食,營業時間,平均消費,電話,地址,推薦餐點,無障礙設施設置,貼心服務",
46,嘉義市身心障礙者社區日間作業設施服務單位,嘉義市政府社會處,嘉義市政府,,,2,,,"性質,主管機關,辦理單位,立案時間,立案文號,負責人,連絡電話,傳真,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
47,嘉義市身心障礙輔具服務單位,嘉義市政府社會處,嘉義市政府,,,2,,,"性質,主管機關,單位名稱,辦理單位,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
48,嘉義市106年第四季河川水質監測統計,嘉義市政府環境保護局,嘉義市政府,,,,,,"水體名稱,監測站,項目,單位,月份",
49,嘉義市電動二輪車充電站,嘉義市政府環保局,嘉義市政府,,,58,,,"編號(Id),名稱(Site),地址(Address),坐標(緯度),坐標(經度),備註(Remark)",
50,嘉義市AED（自動體外心臟去顫器）設置地點,嘉義市政府衛生局,嘉義市政府,,,212,,,"主管機關,辦理單位,設置地點,裝設位置(地址),擺放地點備註,設備來源,X坐標,Y坐標,最後更新時間",
51,嘉義市政府消防局各廳舍駐地通訊聯絡表,嘉義市政府,嘉義市政府,,,10,,,"項次,名稱,住址,電話,備註",
52,嘉義市政府警察局、分局、派出所地點,嘉義市政府警察局,嘉義市政府,,,15,,,"項次,單位別,地址",
53,嘉義市衛生所,嘉義市政府衛生局,嘉義市政府,,,2,,,"性質,主管機關,辦理單位,單位名稱,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
54,嘉義市聯合里辦公室,嘉義市政府,嘉義市政府,,,9,,,"主管機關,單位名稱,承辦里別,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
55,嘉義市社區照顧關懷據點,嘉義市政府社會處,嘉義市政府,,,23,,,"主管機關,辦理單位,成立日期,負責人,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
56,嘉義市身心障礙福利機構,嘉義市政府社會處,嘉義市政府,,,2,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
57,嘉義市老人福利機構,嘉義市政府社會處,嘉義市政府,,,17,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,核定收容人數,收容對象_安養,收容對象_養護,收容對象_長照,收容對象_日照,收容對象_失智,收容對象_遊民,收容對象_其他,相關網站,X坐標,Y坐標,備註,最後更新時間",
58,嘉義市立體育場所轄場館,嘉義市政府,嘉義市政府,,,7,,,"場館名稱,場址,辦公室電話,場館建置時間,面積,可容納觀眾數,停車位置,開放時間,場館內設施,場館內單位",
59,幼兒常規疫苗接種醫療機構名單,嘉義市政府衛生局,嘉義市政府,,,34,,,區別	名稱	地址	經度	緯度	電話,
60,歷年地方稅案件提起行政救濟件數,嘉義市政府財政稅務局,嘉義市政府,,,,,,"年期別,稅目別,復查件數,訴願件數,行政訴訟第一審件數,行政訴訟上訴審件數",
61,本市房屋移轉男性與女性與法人年報,嘉義市政府財政稅務局,嘉義市政府,,,1,,,"區間,男,女,法人",
62,嘉義市愛物網最新拍賣案件,嘉義市政府財政稅務局,嘉義市政府,,,,,,"案號,第幾次拍賣,物品名稱,底價(元),拍賣開始日,拍賣截止日,照片連結1,照片連結2,照片連結3,拍賣單位,廠牌,型號,零件或附件,數量,單位,物品尺寸,放置地點,物品說明,交貨方式,聯絡方式,付款方式,其他條款",
63,嘉義市愛物網歷年拍賣所得統計,嘉義市政府財政稅務局,嘉義市政府,,,,,,"年度,月份,當月已售件數,當月總件數,當年累計件數,出售率,收入(元),收入結存(元)",
64,嘉義市菸酒進口業者名單,嘉義市政府財政稅務局,嘉義市政府,,,10,,,"編號,業者名稱,總機構所在地地址,總機構電話,營業項目",
65,歷年地方稅全功能服務作業系統辦理統計表,嘉義市政府財政稅務局,嘉義市政府,,,,,,"月份,辦理件數",
66,嘉義市近5年持有本市房屋男性與女性比率,嘉義市政府,嘉義市政府,,,,,,年度(年度)男性納稅義務人戶數(男性納稅義務人戶數)女性納稅義務人戶數(女性納稅義務人戶數)男女戶數比(男女戶數比),
67,嘉義市可供申請綠美化之市有地,嘉義市政府財政稅務局,嘉義市政府,,,,,,項次、地段、小段、母號、子號、土地面積、編定使用種類,
68,嘉義市轄區內畸零地清冊,嘉義市政府財政稅務局,嘉義市政府,,,,,,地段、小段、母號、子號、土地面積、編定使用種類、地勢現況,
69,歷年本市多元化繳稅方式統計,嘉義市政府財政稅務局,嘉義市政府,,,,,,"年度 單位:件,金融機構臨櫃,便利商店,長期約定轉帳,信用卡,自動櫃員機轉帳,活期儲蓄存款帳戶網際網路轉帳,晶片金融卡網際網路轉帳,活期儲蓄存款帳戶電話語音轉帳",
70,嘉義市地價稅稅源統計分析表,嘉義市政府財政稅務局,嘉義市政府,,,,,,項目-公私有-稅地種類、戶數、筆數、地價稅額,
71,嘉義市地價稅累進起點地價及課稅級距表,嘉義市政府財政稅務局,嘉義市政府,,,,,,種類、級距、基準地價、累進差額、稅率,
72,嘉義市政府機關名稱中英文對照表,嘉義市政府智慧科技處,嘉義市政府,,,74,,,"中文,English",
73,地方稅欠稅概況－按年度別統計,嘉義市政府財政稅務局,嘉義市政府,,,,,,統計別(按年度)	房屋稅	印花稅	使用牌照稅	土地增值稅	契稅	地價稅	娛樂稅	違章罰鍰,
74,地方稅欠稅概況－按納稅義務人性別統計,嘉義市政府財政稅務局,嘉義市政府,,,,,,"統計別(按性別),房屋稅,印花稅,使用牌照稅,土地增值稅,契稅,地價稅,娛樂稅,違章罰鍰",
75,嘉義市娛樂稅徵收率,嘉義市政府財政稅務局,嘉義市政府,,,,,,"電影-本國語言片,電影-外國語言片,職業性歌唱、舞蹈、馬戲、魔術、技藝表演及夜總會之各種表演,說書、戲劇、音樂演奏及非職業性歌唱、舞蹈等表演,各種競技比賽,舞廳,舞場,高爾夫球場,高爾夫球練習場,機動遊藝樂園,KTV視唱MTV視聽,電子遊戲機,機動遊艇動力飛行器,其他",
76,身心障礙免稅車輛數統計表,嘉義市政府財政稅務局,嘉義市政府,,,,,,"汽缸排氣量cc數,車輛數",
77,嘉義市政府稅務局歲出單位預算表,嘉義市政府財政稅務局,嘉義市政府,,,,,,"科目名稱,本年度預算數,上年度預算數",
78,嘉義市政府稅務局歲入單位預算表,嘉義市政府財政稅務局,嘉義市政府,,,,,,"科目名稱,本年度預算數,上年度預算數",
79,嘉義市政府稅務局歲入來源別決算表,嘉義市政府財政稅務局,嘉義市政府,,,,,,"科目名稱,預算數,決算數,執行率",
80,嘉義市歷年地方稅各項稅收概況表,嘉義市政府財政稅務局,嘉義市政府,,,,,,"年度,總計,地價稅,土地增值稅,房屋稅,使用牌照稅,契稅,印花稅,娛樂稅,教育捐（單位：新臺幣千元）",
81,嘉義市歷年土地增值稅稅源統計分析表,嘉義市政府財政稅務局,嘉義市政府,,,,,,年度、預算數、一般案件件數、一般案件查定稅額、自用案件件數、自用案件查定稅額、法拍案件件數、法拍案件查定稅額、合計件數,
82,「由網站、APP與Beacon共同建構出的嘉義i憩頭旅遊生態系實例分享」專案程式原始碼,小巴不載團隊,嘉義市政府,,,,,,無,
83,嘉義市東區106年1月至12月各里人口數統計,嘉義市東區戶政事務所,嘉義市政府,,,,,,"村里 ,鄰數 ,戶數 ,男 ,女,人數合計",
84,西區戶政門牌整編對照表,嘉義市西區戶政,嘉義市政府,,,,,,門牌整編對照表,
85,106年下埤路門牌整編,嘉義市政府,嘉義市政府,,,,,,106年下埤路門牌整編,
86,嘉義市公有廳舍太陽能光電屋頂建置地點及發電量,嘉義市政府,嘉義市政府,,,27,,,"序號,管理單位,廳舍名稱,廳舍地址,總裝置容量(瓩),台電併聯日期,累計發電量",
87,嘉義市歷年火災案件資料,嘉義市政府消防局,嘉義市政府,,,0,,,"縣市	""鄉、鎮
市、區""	街、路段	火災案件編號(同火災原因調查鑑定書編號)	報案時間(同火災出動觀察紀錄)(月:日:時:分)	抵達時間(同火災出動觀察紀錄)(月:日:時:分)	起火原因	死亡人數	受傷人數",
88,嘉義市計程車招呼站地點,嘉義市政府交通觀光處,嘉義市政府,,,21,,,"路段,地點,設置範圍,坐標(緯度),坐標(經度)",
89,嘉義市西區105年1至12月各里人口數,嘉義市西區戶政事務所,嘉義市政府,,,12,,,"村里 ,鄰數 ,戶數 ,男 ,女,人數合計",
90,嘉義市緊急救護責任醫院名單,嘉義市政府消防局,嘉義市政府,,,5,,,"醫院全名,醫事機構代碼,緊急醫療能力分級,地址,總機,專線",
91,嘉義市公共量血壓場所,嘉義市政府,嘉義市政府,,,119,,,"類別,機構名稱,地址,經緯度,電話,網址,服務項目,服務時間,管理單位,執行單位,備註",
92,嘉義市公私立婦女機構,嘉義市政府,嘉義市政府,,,11,,,"地址,緯度,經度,公私立類別,名稱",
93,嘉義市舊衣回收箱核准設置點,嘉義市政府環保局,嘉義市政府,,,134,,,"箱號,申請設置地點",
94,嘉義市災民收容所位置及收容人數,嘉義市政府社會處,嘉義市政府,,,47,,,"主管機關,處所名稱,地 址,第一聯絡人,電話,第二聯絡人,收容人數,電話,最後更新時間",
95,嘉義市106年第三季河川水質監測統計,嘉義市政府,嘉義市政府,,,,,,"水體名稱,監測站,項目,單位,106年7月,106年8月,106年9月",
96,嘉義市106年第一季河川水質監測統計,嘉義市政府環境保護局,嘉義市政府,,,,,,"水體名稱,監測站,項目,單位,106年1月,106年2月,106年3月",
97,嘉義市心理諮商服務據點,嘉義市政府衛生局,嘉義市政府,,,1,,,"性質,主管機關,辦理單位,單位名稱,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
98,嘉義市各里辦公室,嘉義市政府,嘉義市政府,,,84,,,"主管機關,行政區分,里別名稱,里長姓名,服務電話,傳真,服務處地址,X坐標,Y坐標,備註,最後更新時間",
99,嘉義市居家托育服務中心,嘉義市政府社會處,嘉義市政府,,,1,,,"主管機關,辦理單位,服務內容,連絡電話,傳真,電子郵件,地址,相關網址,X坐標,Y坐標,備註,最後更新時間",
100,嘉義市居家托育服務中心托育人員,嘉義市政府社會處,嘉義市政府,,,20,,,"主管機關,辦理單位,辦理單位連絡電話,居家托育人員(保母)姓名,居家托育人員(保母)所在地地址,相關網址,X坐標,Y坐標,備註,最後更新時間",
101,嘉義市政府免費法律諮詢服務律師名單,嘉義市政府,嘉義市政府,,,30,,,律師姓名,
102,嘉義市免費法律諮詢處,嘉義市政府,嘉義市政府,,,13,,,"主管機關,辦理單位,服務方式,服務對象,服務時間,服務內容,連絡電話,地址,X坐標,Y坐標,備註,最後更新時間",
103,嘉義市身心障礙者庇護工場,嘉義市政府社會處,嘉義市政府,,,4,,,"主管機關,承辦單位,庇護工場名稱,屬性,營業項目,連絡電話,傳真,地址,X坐標,Y坐標,備註,最後更新時間",
104,嘉義市就業服務據點,嘉義市政府社會處,嘉義市政府,,,1,,,"主管機關,據點名稱,連絡電話,傳真,服務時間,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
105,嘉義市視障按摩者服務據點,嘉義市政府,嘉義市政府,,,23,,,"類別,名稱,連絡電話,營業時間,地址,X坐標,Y坐標,備註(營業週期),最後更新時間",
106,嘉義市西區里長名冊,嘉義市政府西區區公所,嘉義市政府,,,45,,,"ztitle(里名), zname1(里長姓名), zaddress1(服務處地址), ztel1(服務電話)",
107,嘉義市東區里長名冊,嘉義市東區區公所,嘉義市政府,,,39,,,"ztitle(里名), zname1(里長姓名), zaddress1(服務處地址), ztel1(服務電話)",
108,嘉義市身心障礙者復康巴士服務,嘉義市政府社會處,嘉義市政府,,,1,,,"主管機關,承辦單位,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
109,嘉義市避難收容所位置及收容人數,嘉義市政府社會處,嘉義市政府,,,47,,,"主管機關,收容所編號,收容所名稱,收容所鄉鎮市區,收容所村里,地址,管理人,連絡電話,收容人數,X坐標,Y坐標,備註,最後更新時間",
110,嘉義市家庭暴力及性侵害防治中心,嘉義市政府社會處,嘉義市政府,,,1,,,"主管機關,中心名稱,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
111,嘉義市單親家庭服務提供單位,嘉義市政府社會處,嘉義市政府,,,2,,,"主管機關,辦理單位,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
112,嘉義市家庭、社會福利服務中心,嘉義市政府,嘉義市政府,,,2,,,"主管機關,辦理單位,成立日期,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
113,嘉義市婦女福利服務中心,嘉義市政府社會處,嘉義市政府,,,1,,,"主管機關,中心名稱,承辦單位,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
114,嘉義市老人文康、福利服務中心,嘉義市政府社會處,嘉義市政府,,,1,,,"主管機關,中心名稱,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
115,嘉義市身心障礙福利日間照顧機構,嘉義市政府社會處,嘉義市政府,,,1,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,核定服務人數_全日型住宿人數,核定服務人數_夜間型住宿人數,核定服務人數_日間照顧人數,核定服務人數_部分時制照顧人數,核定服務人數_總計,相關網站,X坐標,Y坐標,備註,最後更新時間",
116,嘉義市身心障礙住宿機構,嘉義市政府社會處,嘉義市政府,,,2,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,核定服務人數_全日型住宿,核定服務人數_夜間型住宿,核定服務人數_日間照顧,核定服務人數_部分時制照顧,核定服務人數_總計,相關網站,X坐標,Y坐標,備註,最後更新時間",
117,嘉義市早期療育服務通報轉介中心,嘉義市政府社會處,嘉義市政府,,,1,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,相關網址,X坐標,Y坐標,備註,最後更新時間",
118,嘉義市公設民營托育資源中心,嘉義市政府社會處,嘉義市政府,,,2,,,"主管機關,辦理單位,成立日期,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間",
119,嘉義市公設民營及私立托嬰中心,嘉義市政府社會處,嘉義市政府,,,3,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,核定收托人數,相關網站,X坐標,Y坐標,備註,最後更新時間",
120,嘉義市兒童及少年福利服務中心,嘉義市政府社會處,嘉義市政府,,,2,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,相關網址,X坐標,Y坐標,備註,最後更新時間",
121,嘉義市兒童及少年安置教養機構,嘉義市政府社會處,嘉義市政府,,,1,,,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,核准收托或安置人數,相關網站,X坐標,Y坐標,備註,最後更新時間",
122,嘉義市衛生稽查評核優良餐飲業者名單,嘉義市政府衛生局,嘉義市政府,,,300,,,"分類,店名,地址,電話,評鑑結果",
123,嘉義市藥局名單,嘉義市政府衛生局,嘉義市政府,,,116,,,機構名稱	地址	電話,
124,嘉義市政府暨所屬機關陳情管道,嘉義市政府,嘉義市政府,,,6,,,"機關名稱,線上陳情網址,聯絡電話,傳真,聯絡信箱,備註",
125,嘉義市國小各校兒童課後照顧服務班人數統計,嘉義市政府,嘉義市政府,,,19,,,"學校,一年級,二年級,三年級,四年級,五年級,六年級,人數總計",
126,嘉義市各醫院門診科別、醫事人員數、病床數等醫療資源統計,嘉義市政府,嘉義市政府,,,12,,,項次	機構類別	機構名稱	機構代碼	地址    科別          床數類別,
127,嘉義市統計資料庫－身心障礙人口數統計,嘉義市政府,嘉義市政府,,,16,,,"年度,總計,占全市總人口比率(%),視覺障礙者,聽覺機能障礙者,平衡機能障礙者,聲音機能或語言機能障礙者,肢體障礙者,智能障礙者,重要器官失去功能者,顏面損傷者,植物人,癡呆症者,自閉症者,慢性精神病患者,多重障礙者,其他",
128,嘉義市戒菸門診機構名單,嘉義市政府衛生局,嘉義市政府,,,73,,,層級	院所名稱	電話	郵遞區號	地址	給藥	衛教,
129,運動熱量標示地點,嘉義市政府衛生局,嘉義市政府,,,43,,,數量	建置地點	建置範圍	建置方式	建置年度,
130,嘉義市醫院、診所名單,嘉義市政府衛生局,嘉義市政府,,,408,,,"項次,機構類別,機構名稱,機構代碼,地址,負責人,電話",
131,嘉義市線上陳情系統－案件查詢API,嘉義市政府,嘉義市政府,,,,,,請詳閱API說明文件,
132,嘉義市線上陳情系統－常見問題集查詢API,嘉義市政府,嘉義市政府,,,1700,,,請詳閱API說明文件,
133,嘉義市e-bike公共電動二輪車租借站點,嘉義市政府,嘉義市政府,,,11,,,"行政區,站名,位置,坐標(緯度),坐標(經度),備註",
134,嘉義市統計資料庫－人口成長統計,嘉義市政府,嘉義市政府,,,,,,"月份, 人口增加數(人), 自然增加數(人), 出生人數(人), 死亡人數(人), 社會增加(人), 遷入人數(人), 遷出人數(人), 人口增加率(%), 自然增加率(千分比), 出生率(%), 死亡率(%), 社會增加率(千分比), 遷入率(千分比), 遷出率(千分比)",
